name,type_cluster,scaffold,USo,SSo,TUPOR_,TUPOR,SESY,ASER,ASR,CwASo
REINVENT_100k_0,sim,murcko,78170.0,99397.0,6/115,0.0521739,0.7864422,0.0002818,7.68e-05,28.0
REINVENT_100k_1,sim,murcko,80538.0,99462.0,8/100,0.08,0.8097364,0.0004225,9.93e-05,42.0
REINVENT_100k_2,sim,murcko,78507.0,99460.0,3/58,0.0517241,0.7893324,4.02e-05,3.82e-05,4.0
REINVENT_100k_3,sim,murcko,81009.0,99443.0,7/51,0.1372549,0.8146275,0.0001609,8.64e-05,16.0
REINVENT_100k_4,sim,murcko,79270.0,99385.0,0/40,0.0,0.7976053,0.0,0.0,0.0
REINVENT_100k_mean,sim,murcko,79498.8,99429.4,-,0.0642306,0.7995488,0.0001811,6.01e-05,18.0
