name,type_cluster,scaffold,USo,SSo,TUPOR_,TUPOR,SESY,ASER,CwASo
GB_GA_mut_r_0.01_62.5k_4,dis,murcko,15283,52976,5/71,0.07042253521126761,0.2884891271519178,0.02262373561887113,1172
