name,type_cluster,scaffold,SSo,TUPOR_,TUPOR,SESY,ASER
Molpher_500k_0,sim,murcko,501638.0,33/115,0.2869565,0.2803296,0.0073419
Molpher_500k_1,sim,murcko,500042.0,26/100,0.26,0.2694014,0.0107251
Molpher_500k_2,sim,murcko,500065.0,15/58,0.2586207,0.2726026,0.0017998
Molpher_500k_3,sim,murcko,500005.0,15/51,0.2941176,0.2690793,0.002554
Molpher_500k_4,sim,murcko,500029.0,13/40,0.325,0.2664745,0.0011279
Molpher_500k_mean,sim,murcko,500355.8,-,0.284939,0.2715775,0.0047097
