name,type_cluster,scaffold,USo,SSo,TUPOR_,TUPOR,TUPOR_unique,TUPOR_set,SESY,ASER,CwASo
DrugEx_GT_1_4,dis,murcko,576480,908964,32/98,0.32653061224489793,0.00566421406197783,0.003592338225110103,0.6342165366285133,0.0025138509335903294,2285
