name,type_cluster,scaffold,USo,SSo,TUPOR_,TUPOR,TUPOR_unique,TUPOR_set,SESY,ASER,CwASo
DrugEx_GT_1_0,dis,murcko,"522,851.0","903,194.0",22/92,0.2391304,0.0045736,0.0026476,0.5788911,0.0012633,"1,141.0"
DrugEx_GT_1_1,dis,murcko,"577,486.0","919,960.0",15/34,0.4411765,0.0076396,0.0047956,0.6277295,0.0004261,392.0
DrugEx_GT_1_2,dis,murcko,"564,340.0","914,012.0",7/64,0.109375,0.0019381,0.0011966,0.6174317,0.0002856,261.0
DrugEx_GT_1_3,dis,murcko,"531,367.0","895,535.0",42/76,0.5526316,0.0104002,0.006171,0.5933515,0.0057809,"5,177.0"
DrugEx_GT_1_4,dis,murcko,"576,480.0","908,964.0",32/98,0.3265306,0.0056642,0.0035923,0.6342165,0.0025139,"2,285.0"
DrugEx_GT_1_mean,dis,murcko,"554,504.8","908,333.0",-,0.3337688,0.0060431,0.0036806,0.6103241,0.0020539,"1,851.2"
