name,type_cluster,scaffold,USo,SSo,TUPOR_,TUPOR,SESY,ASER,ACR,CwASo
Molpher_10k_0,sim,csk,2209.0,10059.0,8/38,0.2105263,0.2196043,0.0145234,0.0036347,144.0
Molpher_10k_1,sim,csk,2284.0,10076.0,14/38,0.3684211,0.2266773,0.0268012,0.0061674,263.0
Molpher_10k_2,sim,csk,2302.0,10355.0,11/37,0.2972973,0.2223081,0.0091609,0.0048014,94.0
Molpher_10k_3,sim,csk,2360.0,10154.0,11/35,0.3142857,0.2324207,0.0109518,0.0046828,110.0
Molpher_10k_4,sim,csk,2288.0,10013.0,4/35,0.1142857,0.2285029,0.0020014,0.0017513,20.0
Molpher_10k_mean,sim,csk,2288.6,10131.4,-,0.2609632,0.2259027,0.0126877,0.0042075,126.2
