name,type_cluster,scaffold,uniq_scaffolds,set_size,TUPOR_,TUPOR,TUPOR_new,SESY,ASER,tRS,TUPOR_new_
Molpher_mean,sim,csk,211411.2,1661166.8,-,0.8358742706568794,5.053640244446776e-07,0.12729897838423843,0.0125832242516427,20763.6,-6.296395677614486
