name,type_cluster,phfp,UFo,SSo,TUPOR_,TUPOR,SESY,ASER,CwAFo,ACR,DIV
DrugEx_RNN_epsilon_0.1_250k_0,dis,cdpkit,240968.0,250000.0,11/275,0.04,0.963872,0.00014,35.0,4.57e-05,0.0
DrugEx_RNN_epsilon_0.1_250k_1,dis,cdpkit,242609.0,250000.0,2/179,0.0111732,0.970436,1.6e-05,4.0,8.2e-06,0.0
DrugEx_RNN_epsilon_0.1_250k_2,dis,cdpkit,241464.0,250000.0,10/130,0.0769231,0.965856,0.000108,27.0,4.14e-05,0.0
DrugEx_RNN_epsilon_0.1_250k_3,dis,cdpkit,243823.0,250000.0,1/98,0.0102041,0.975292,4e-06,1.0,4.1e-06,0.0
DrugEx_RNN_epsilon_0.1_250k_4,dis,cdpkit,243011.0,250000.0,2/152,0.0131579,0.972044,2e-05,5.0,8.2e-06,0.0
DrugEx_RNN_epsilon_0.1_250k_mean,dis,cdpkit,242375.0,250000.0,-,0.0302916,0.9695,5.76e-05,14.4,2.15e-05,0.0
