name,type_cluster,phfp,UFo,SSo,TUPOR_,TUPOR,SESY,ASER,CwAFo,ACR,DIV
DrugEx_RNN_epsilon_0.1_250k_1,dis,cdpkit,242609,250000,2/179,0.0111731843575419,0.970436,1.6000256004096065e-05,4,8.243785216419972e-06,0
