name,type_cluster,scaffold,USo,SSo,TUPOR_,TUPOR,TUPOR_unique,TUPOR_1,TUPOR_2,SESY,ASER,CwASo,metric_1,metric_2
GB_GA_4,sim,murcko,4340,9998,4/40,0.1,0.2304147465437788,0.0004200840168033607,0.04557911582316464,0.4340868173634727,0.001300260052010402,13,0.0009225092250922509,0.001301952929394091
