name,type_cluster,scaffold,USo,SSo,TUPOR_,TUPOR,TUPOR_unique,TUPOR_1,TUPOR_2,SESY,ASER,CwASo,metric_1,metric_2
GB_GA_0,sim,murcko,4117.0,10000.0,10/115,0.0869565,0.2112133,0.0042261,0.1512939,0.4117,0.0089,89.0,0.0024349,0.0089799
GB_GA_1,sim,murcko,4345.0,10000.0,9/100,0.09,0.2071346,0.002124,0.0922878,0.4345,0.0124,124.0,0.0020756,0.0125557
GB_GA_2,sim,murcko,4859.0,10000.0,4/58,0.0689655,0.1419336,0.000931,0.0779982,0.4859,0.0079,79.0,0.0008239,0.0079629
GB_GA_3,sim,murcko,4248.0,10000.0,5/51,0.0980392,0.2307891,0.0006176,0.0514464,0.4248,0.0135,135.0,0.0011784,0.0136847
GB_GA_4,sim,murcko,4340.0,9998.0,4/40,0.1,0.2304147,0.0004201,0.0455791,0.4340868,0.0013003,13.0,0.0009225,0.001302
GB_GA_mean,sim,murcko,4381.8,9999.6,-,0.0887923,0.2042971,0.0016638,0.0837211,0.4381974,0.0088001,88.0,0.0014871,0.008897
