name,type_cluster,scaffold,USo,SSo,TUPOR_,TUPOR,SESY,ASER,ACR,CwASo
GB_GA_mut_r_0.01_4,sim,murcko,388377,999931,6/40,0.15,0.3884037998621905,0.0006444594996232314,1.5449145276037603e-05,644
