name,type_cluster,scaffold,uniq_scaffolds,set_size,TUPOR_,TUPOR,SESY,ASER,tRS
DrugEx_1,dis,csk,282036,999918,12/36,0.3333333333333333,0.2820591288485656,0.0006170505981490483,617
