name,type_cluster,scaffold,USo,SSo,TUPOR_,TUPOR,SESY,ASER,ASR,CwASo
Molpher_1k_0,sim,csk,240.0,1086.0,3/38,0.0789474,0.2209945,0.0206767,0.0126582,22.0
Molpher_1k_1,sim,csk,309.0,1238.0,3/38,0.0789474,0.2495961,0.008965,0.0098039,11.0
Molpher_1k_2,sim,csk,228.0,1038.0,2/37,0.0540541,0.2196532,0.007767,0.0088496,8.0
Molpher_1k_3,sim,csk,242.0,1089.0,1/35,0.0285714,0.2222222,0.0009191,0.0041494,1.0
Molpher_1k_4,sim,csk,319.0,1258.0,0/35,0.0,0.2535771,0.0,0.0,0.0
Molpher_1k_mean,sim,csk,267.6,1141.8,-,0.048104,0.2332086,0.0076656,0.0070922,8.4
