name,type_cluster,scaffold,USo,SSo,TUPOR_,TUPOR,SESY,ASER,CwASo
DrugEx_RNN_epsilon_0.6_62.5k_0,sim,murcko,41837,62204,31/115,0.26956521739130435,0.6725773262169635,0.005122238919320697,317
