name,type_cluster,scaffold,USo,SSo,TUPOR_,TUPOR,SESY,ASER,CwASo
GB_GA_mut_r_0.5_125k_0,dis,murcko,"58,262.0","124,997.0",2/92,0.0217391,0.4661072,8.8e-05,11.0
GB_GA_mut_r_0.5_125k_1,dis,murcko,"58,684.0","124,993.0",2/34,0.0588235,0.4694983,3.2e-05,4.0
GB_GA_mut_r_0.5_125k_2,dis,murcko,"68,248.0","124,998.0",6/64,0.09375,0.5459927,0.0002241,28.0
GB_GA_mut_r_0.5_125k_3,dis,murcko,"61,476.0","124,999.0",7/76,0.0921053,0.4918119,0.0011132,139.0
GB_GA_mut_r_0.5_125k_4,dis,murcko,"55,721.0","124,998.0",3/98,0.0306122,0.4457751,0.0002401,30.0
GB_GA_mut_r_0.5_125k_mean,dis,murcko,"60,478.2","124,997.0",-,0.059406,0.4838371,0.0003395,42.4
