name,type_cluster,scaffold,SSo,TUPOR_,TUPOR,SESY,ASER
REINVENT_0,dis,murcko,"801,384.0",38/106,0.3584906,0.5714526,0.0004842
REINVENT_1,dis,murcko,"682,205.0",6/96,0.0625,0.5768779,0.0001099
REINVENT_2,dis,murcko,"609,553.0",62/102,0.6078431,0.5574774,0.0012583
REINVENT_3,dis,murcko,"589,392.0",8/62,0.1290323,0.480032,0.0004276
REINVENT_4,dis,murcko,"708,004.0",20/71,0.2816901,0.5591254,0.0014364
REINVENT_mean,dis,murcko,"678,107.6",-,0.2879112,0.5489931,0.0007433
