label,UAFo,CwAFo
FP-0,1,1
FP-1,1,5
FP-2,0,0
FP-3,0,0
FP-4,0,0
FP-5,1,2
FP-6,1,1
FP-7,0,0
FP-8,1,1
FP-9,0,0
FP-10,0,0
FP-11,0,0
FP-12,0,0
FP-13,0,0
FP-14,0,0
FP-15,0,0
FP-16,1,2
FP-17,0,0
FP-18,0,0
FP-19,0,0
FP-20,0,0
FP-21,1,9
FP-22,0,0
FP-23,0,0
FP-24,0,0
FP-25,1,1
FP-26,0,0
FP-27,0,0
FP-28,0,0
FP-29,1,2
FP-30,1,1
FP-31,0,0
FP-32,0,0
FP-33,1,2
FP-34,0,0
FP-35,0,0
FP-36,1,5
FP-37,1,4
FP-38,0,0
FP-39,0,0
FP-40,0,0
FP-41,1,4
FP-42,1,10
FP-43,1,5
FP-44,1,1
FP-45,0,0
FP-46,0,0
FP-47,0,0
FP-48,0,0
FP-49,0,0
FP-50,1,37
FP-51,1,10
FP-52,1,11
FP-53,1,27
FP-54,0,0
FP-55,0,0
FP-56,1,1
FP-57,0,0
FP-58,0,0
FP-59,0,0
FP-60,0,0
FP-61,1,1
FP-62,0,0
FP-63,0,0
FP-64,0,0
FP-65,1,3
FP-66,1,5
FP-67,1,6
FP-68,1,23
FP-69,1,8
FP-70,1,9
FP-71,1,2
FP-72,1,16
FP-73,1,14
FP-74,0,0
FP-75,1,2
FP-76,1,3
FP-77,0,0
FP-78,1,5
FP-79,0,0
FP-80,1,2
FP-81,1,4
FP-82,1,14
FP-83,0,0
FP-84,0,0
FP-85,1,1
FP-86,0,0
FP-87,0,0
FP-88,0,0
FP-89,0,0
FP-90,0,0
FP-91,0,0
FP-92,0,0
FP-93,0,0
FP-94,0,0
FP-95,0,0
FP-96,1,2
FP-97,0,0
FP-98,1,46
FP-99,1,30
FP-100,1,26
FP-101,1,1
FP-102,0,0
FP-103,1,5
FP-104,0,0
FP-105,1,1
FP-106,0,0
FP-107,0,0
FP-108,1,1
