unique_scaffold_recall,count_of_occurrence,unique_indicator
C1CCC(C2CCC(C3CCCCC3C3CCCC3)CC2)CC1,472,1
C1CCC(C2CCC3CCCCC3C2)CC1,1686,1
C1CCC(C2CCC(C3CCCCC3CC3CCC4CCCC4C3)C3CCCC23)CC1,53,1
C1CCC2CCCCC2C1,278,1
C1CCC(C2CCC(C3CCCCC3C3CCCCC3)C3CCCC23)CC1,2099,1
C1CCC(C2CC3CCCCC3C2)CC1,756,1
C1CCC(C2CCCC(C3CCCC3C3CCCCC3)C2)CC1,96,1
C1CCC(C2CCC(C3CCCCC3CCC3C4CC3C4)C3CCCC23)CC1,5,1
C1CCC2CC(C3CCCCC3C3CCCC3)CCC2C1,85,1
C1CCC(CCC(CCC2CCCC2)C2CC3CC4CC(C4)C3C2)CC1,0,0
C1CCC(CCCC2CC(C3CCCCC3)CC(C3CCC3)C2)CC1,131,1
C1CCC(CCC2CCC3CCCCC3C2)CC1,347,1
C1CCC(C2CCCC(CC3CC4CCCCC4C3)C2)CC1,24,1
C(CCC1CCCC1)CCC1CCCC1CCCCC1CC2CCCCC2C1,0,0
C1CCC(CCCCC2CC3CCCCC3C2)C1,14,1
C1CCC(C2CC(CCC3CC4CCCC4C3)C(C3CCCCC3)C3CCCC23)CC1,10,1
C1CCC(CCCC2CC(CC3CCCC3)CC(C3CCCCC3)C2)CC1,206,1
C1CCC(C2CCC(C3CCCCC3CC3CC4CCC3C4)CC2)CC1,56,1
C1CCC(CCC2CCCCC2C2CCC(C3CCCCC3)C3CCCC32)CC1,1373,1
C1CCC(CCCC2CCC3CCC23)CC1,14,1
C1CCC(CCCCC2CCCCC2C2CCC(C3CCCCC3)CC2)CC1,543,1
C1CCC(C2CC(CCC3CCC(C4CC4)CC3)C(C3CCCCC3)C3CCCC23)CC1,0,0
C1CCC(C2CCC(C3CCCCC3CCCC3CCCC3)CC2)CC1,1060,1
C1CCC(CCCC2CCCCC2C2CCC(C3CCCCC3)C3CCCC32)CC1,801,1
C1CCC(C2CCC(C3CCCCC3CC3CCC(C4CC4)CC3)CC2)CC1,4,1
C1CCC(CCCC2CCC3C(CCC4CCCCC4)CC23)CC1,0,0
C1CCC(CC(CCCC2CCCC2)CC2CCCCC2)CC1,27,1
C1CCC(CCCCCC2CC3C(CCCC4CCCCC4)CCC23)CC1,0,0
C1CCC(CCCC2CCC(CCCCC3CCCC3)CC2)CC1,21,1
C(CCCC1CCCCC1)CCCC1CC2CCCCC2C1,189,1
C(CCCC1CCCCC1)CCCC1CCCC1CCCCCC1CCCCC1,0,0
C(CCCC1CCCCC1)CCCC1CCCC1,1487,1
C1CCC(C2CCC(CCCC3CCC(CCCCC4CC5CCC4CC5)CC3)CC2)CC1,0,0
C(CCCC1CCC(CCCC2CCCCC2)CC1)CCC1CCCC1,12,1
C1CCC(CC2CCC(CCC(CCC3CCCC3)C3CC4CC5CC(C5)C4C3)CC2)CC1,0,0
C(CCCC1CCCCC1)CCCC1CCCC1CCCCC1CC2CCCCC2C1,0,0
C1CCC(CC2CCC3CCCCC32)C1,81,1
C1CCC2C(C1)CCC2CC1CC1,13,1
C1CCC(CC2CC(C3CCCCC3)C3CCCC3C2C2CCCCC2)CC1,1694,1
C1CCC(C2CC(CCC3CCC3)C(C3CCCCC3)C3CCCC23)CC1,239,1
C1CCC(CC2CCC(CC3CC4CCCCC4C3)CC2)CC1,4,1
C1CCC(CCCCCC2CCC(CCCCC3CCC4CCCCC34)CC2)CC1,0,0
C1CCC(C2CCC(C3CCCCC3CC3CCC(C4CC4)CC3)C3CCCC23)CC1,3,1
C1CCC(CC2CCCCC2C2CCC3CCCCC3C2)CC1,344,1
