name,type_cluster,phfp,UFo,SSo,TUPOR_,TUPOR,SESY,ASER,CwAFo,ACR,DIV
Molpher_250k_0,dis,cdpkit,191788,250083,57/275,0.20727272727272728,0.7668973900664979,0.005330503262219757,1326,0.0002972915178035894,0
