name,type_cluster,phfp,UFo,SSo,TUPOR_,TUPOR,SESY,ASER,CwAFo,ACR,DIV
Molpher_250k_0,dis,cdpkit,"191,788.0","250,083.0",57/275,0.2072727,0.7668974,0.0053305,"1,326.0",0.0002973,0.0
Molpher_250k_1,dis,cdpkit,"190,477.0","250,284.0",9/179,0.0502793,0.7610435,0.0016929,423.0,4.73e-05,0.0
Molpher_250k_2,dis,cdpkit,"191,345.0","250,005.0",28/130,0.2153846,0.7653647,0.0021767,543.0,0.0001464,0.0
Molpher_250k_3,dis,cdpkit,"189,077.0","250,193.0",4/98,0.0408163,0.7557246,9.59e-05,24.0,2.12e-05,0.0
Molpher_250k_4,dis,cdpkit,"191,198.0","250,035.0",26/152,0.1710526,0.7646849,0.0026506,661.0,0.000136,0.0
Molpher_250k_mean,dis,cdpkit,"190,777.0","250,120.0",-,0.1369611,0.762743,0.0023893,595.4,0.0001296,0.0
