name,type_cluster,phfp,UFo,SSo,TUPOR_,TUPOR,SESY,ASER,CwAFo,ACR,DIV
DrugEx_GT_epsilon_0.6_250k_1,dis,cdpkit,237847,250000,9/179,0.05027932960893855,0.951388,0.0006444150032621008,161,3.784088329030685e-05,0
