name,type_cluster,scaffold,USo,SSo,TUPOR_,TUPOR,SESY,ASER,CwASo
DrugEx_RNN_epsilon_0.6_125k_mean,sim,csk,22681.8,123026.8,-,0.7797948,0.1842576,0.0480325,5467.6
