name,type_cluster,scaffold,USo,SSo,TUPOR_,TUPOR,SESY,ASER,ASR,CwASo
DrugEx_GT_epsilon_0.1_100k_3,sim,murcko,63616,99993,9/51,0.17647058823529413,0.6362045343174022,0.0038651513934623723,0.00014149386073859796,385
