name,type_cluster,scaffold,USo,SSo,TUPOR_,TUPOR,TUPOR_unique,TUPOR_1,TUPOR_2,SESY,ASER,CwASo,metric_1,metric_2,KL_OS_IS,KL_OS_RS
DrugEx_GT_epsilon_0.6_0,dis,csk,252886.0,907696.0,29/40,0.725,0.028669,0.0001438,0.9089393,0.2786021,0.0075389,6843.0,0.0001147,0.0075961,0.0026900235439339,0.0425150939574705
DrugEx_GT_epsilon_0.6_1,dis,csk,251493.0,912123.0,17/23,0.7391304,0.0293897,5.11e-05,0.5582212,0.2757227,0.0042779,3902.0,6.76e-05,0.0042963,9.690770200440786e-05,0.0358610010028628
DrugEx_GT_epsilon_0.6_2,dis,csk,244568.0,891157.0,17/40,0.425,0.0173776,8.87e-05,0.5423596,0.2744387,0.0008966,799.0,6.95e-05,0.0008974,0.0002401795517268,0.0213208592116578
DrugEx_GT_epsilon_0.6_3,dis,csk,291620.0,914068.0,24/37,0.6486486,0.0222429,0.0001625,1.2808022,0.3190353,0.007936,7254.0,8.23e-05,0.0079994,0.0003887446020767,0.0164870047707509
DrugEx_GT_epsilon_0.6_4,dis,csk,297673.0,912328.0,37/43,0.8604651,0.0289064,0.0002867,1.9848461,0.3262785,0.0187805,17134.0,0.0001243,0.01914,0.0003396708002514,0.0091476312875167
DrugEx_GT_epsilon_0.6_mean,dis,csk,267648.0,907474.4,-,0.6796488,0.0253171,0.0001466,1.0550337,0.2948155,0.007886,7186.4,9.17e-05,0.0079859,0.0007511052399986416,0.02506631804605174
