name,type_cluster,scaffold,USo,SSo,TUPOR_,TUPOR,SESY,ASER,ACR,CwASo
DrugEx_GT_epsilon_0.6_2,dis,csk,244568,891157,17/40,0.425,0.27443873526213675,0.00089739183564364,6.951515225862907e-05,799
