name,type_cluster,scaffold,uniq_scaffolds,set_size,TUPOR_,TUPOR,TUPOR_unique,TUPOR_set,SESY,ASER,tRS
addcarbon_2,dis,murcko,2884,1000000,0/64,0,0,0,0.002884,0.0,0
