name,type_cluster,scaffold,USo,SSo,TUPOR_,TUPOR,SESY,ASER,ACR,CwASo
DrugEx_GT_epsilon_0.1_10k_1,sim,csk,4350,9985,19/44,0.4318181818181818,0.4356534802203305,0.017113171029846184,0.004386977603324867,168
