name,type_cluster,scaffold,USo,SSo,TUPOR_,TUPOR,SESY,ASER,ASR,CwASo
REINVENT_10k_mean,sim,murcko,9013.0,9935.4,-,0.0190605,0.9071589,0.0002013,0.0001772,2.0
