name,type_cluster,scaffold,uniq_scaffolds,set_size,TUPOR_,TUPOR,SESY,ASER,tRS
DrugEx_mean,sim,murcko,718362.2,1000000.0,-,0.2716501,0.7183622,0.003605,3605.0
