name,type_cluster,scaffold,USo,SSo,TUPOR_,TUPOR,TUPOR_unique,TUPOR_set,SESY,ASER,CwASo
DrugEx_GT_1_mean,sim,murcko,613486.8,925187.2,-,0.5465931,0.0089439,0.005914,0.6629327,0.0034261,3162.2
