name,type_cluster,scaffold,USo,SSo,TUPOR_,TUPOR,SESY,ASER,ASR,CwASo
DrugEx_GT_epsilon_0.1_1k_mean,sim,murcko,900.0,999.2,-,0.0079216,0.9007189,0.00741,0.0006739,7.2
