name,type_cluster,scaffold,USo,SSo,TUPOR_,TUPOR,TUPOR_unique,TUPOR_1,TUPOR_2,SESY,ASER,CwASo,metric_1,metric_2
DrugEx_RNN_1,sim,csk,126037,850314,30/38,0.7894736842105263,0.06263824783282103,0.0002191141031121259,0.7267495845774478,0.14822406781494837,0.03396627598745875,28882,0.00023808201131683162,0.035160548895100265
