UMAP1,UMAP2,set_label
15.537461,1.9732411,IS
15.632642,4.627176,IS
15.431004,3.021822,IS
15.611051,4.7029815,IS
15.42064,2.8818839,IS
14.820517,4.2931423,IS
15.41252,2.8142872,IS
14.985859,5.2926445,IS
15.249798,4.6932163,IS
14.911856,4.848111,IS
15.397318,4.829947,IS
14.855987,5.1825776,IS
15.398593,4.8503494,IS
15.446506,4.7350774,IS
14.799622,5.2416177,IS
15.13871,4.585417,IS
15.704573,4.6211843,IS
15.377702,4.7867484,IS
15.395605,4.833855,IS
14.956372,5.3581266,IS
15.610396,4.6426716,IS
15.313299,3.3070269,IS
14.813475,2.5726655,IS
14.895575,2.671834,IS
14.676412,2.6855164,IS
14.70252,2.6070292,IS
15.066234,2.6077008,IS
14.711177,2.631651,IS
15.145835,3.3182704,IS
15.269114,2.5482876,IS
14.737947,2.6342866,IS
15.630388,4.5941505,IS
15.291164,2.4800687,IS
14.735723,2.6210265,IS
14.662238,2.6261177,IS
15.253714,3.3425994,IS
15.339512,2.6124845,IS
15.222309,2.526779,IS
15.322596,2.619514,IS
15.503713,2.0974376,IS
15.516815,2.0639637,IS
15.500344,2.075326,IS
14.078846,4.6269484,IS
15.441474,4.753372,IS
15.178524,4.4782596,IS
14.718277,2.6569958,IS
14.032188,4.5207715,IS
15.494792,2.089212,IS
14.735473,2.613109,IS
13.971386,4.4208074,IS
14.069487,4.652593,IS
14.725094,4.14987,IS
14.778841,2.6167672,IS
14.712554,5.352823,IS
14.801225,2.6351602,IS
15.359459,2.3555005,IS
13.961053,4.377676,IS
14.178659,5.5132427,IS
14.686808,2.615765,IS
15.255599,2.470596,IS
15.217739,4.6995134,IS
14.852295,4.903264,IS
14.779823,4.984594,IS
14.782996,4.9468226,IS
14.7936735,4.875467,IS
2.7173743,4.1853633,IS
2.6953313,4.1502995,IS
14.716544,6.4872303,IS
14.768246,6.46504,IS
14.71944,6.417513,IS
14.748582,6.380857,IS
14.792973,6.3946676,IS
14.763828,6.399077,IS
15.217243,6.038411,IS
15.2343,6.0784993,IS
10.334677,8.927249,IS
10.263331,8.8423815,IS
10.334095,8.935973,IS
10.251619,8.78544,IS
10.304305,8.93275,IS
10.3875265,8.974117,IS
10.366798,8.936545,IS
10.243106,8.798562,IS
4.2136807,0.64866066,IS
10.24163,8.805729,IS
10.284069,8.949048,IS
10.228406,8.814649,IS
0.96551406,3.2038085,IS
1.081897,3.2932065,IS
0.99519616,2.9677997,IS
1.0474361,2.9723177,IS
1.050478,3.3165536,IS
1.1049604,2.8917131,IS
1.0447805,3.370064,IS
1.063015,2.897912,IS
0.96553636,2.987453,IS
1.0503491,2.9380655,IS
1.0496941,2.896629,IS
1.0345719,2.9820194,IS
1.1034284,2.9730604,IS
4.745117,1.5873244,IS
15.579965,1.9373707,IS
10.630551,7.7940645,IS
10.701489,7.789395,IS
10.522498,7.90588,IS
10.711461,7.7861423,IS
10.604996,7.814261,IS
10.59834,7.776404,IS
10.696048,7.7571497,IS
10.438239,7.922211,IS
10.638486,7.872569,IS
10.635039,7.8220196,IS
10.618009,7.863445,IS
14.73482,2.5963068,IS
15.696753,4.5526905,IS
14.760311,2.6214592,IS
15.399626,4.7809176,IS
14.8582325,5.4854155,IS
14.75487,5.4546566,IS
15.149385,3.4552307,IS
14.974909,3.6624484,IS
10.387591,7.99177,IS
15.527523,1.9670098,IS
14.76573,2.6066887,IS
14.76813,5.3559794,IS
14.72041,6.501347,IS
14.73365,6.4298186,IS
14.670295,6.371888,IS
14.683107,6.529196,IS
14.799653,6.461378,IS
14.707734,6.4541993,IS
14.7236,6.481601,IS
14.765197,6.4065113,IS
12.080829,11.961869,IS
12.079438,11.97535,IS
14.688198,6.4041653,IS
14.725202,6.409682,IS
15.107634,6.0867596,IS
8.607369,6.4477224,IS
8.617557,6.471041,IS
8.300927,6.413394,IS
8.608304,6.4441705,IS
14.677943,6.3683825,IS
1.9988922,4.652581,IS
1.9596457,4.796984,IS
10.983606,2.047491,IS
11.209157,2.0787337,IS
11.20341,2.0837588,IS
15.170476,3.4400005,IS
14.880891,5.481675,IS
14.873572,5.343638,IS
15.719429,4.681445,IS
15.708718,4.6216884,IS
15.388219,4.7565784,IS
3.7584605,-1.5271322,IS
3.771364,-1.54479,IS
3.7735739,-1.490642,IS
3.7381687,-1.5471067,IS
3.7878125,-1.504595,IS
3.7411978,-1.5480045,IS
9.894379,9.267638,IS
9.860269,9.275003,IS
9.991858,9.262304,IS
15.845371,4.8032217,IS
14.97572,5.4444194,IS
15.61919,4.4645553,IS
15.68246,4.590421,IS
14.8173275,2.5441258,IS
14.846796,2.511489,IS
4.505987,0.4136039,IS
14.803963,4.8991036,IS
14.810683,4.9498873,IS
14.854883,4.911837,IS
15.184499,4.709651,IS
14.788034,4.907408,IS
1.6495056,2.7185748,IS
1.7724015,4.963782,IS
15.335958,3.2733047,IS
7.7464395,1.9649054,IS
12.966736,7.795736,IS
9.166935,2.3569813,IS
3.4929986,2.2905865,IS
3.530739,2.2573423,IS
3.502022,2.2966902,IS
3.5542083,2.1373217,IS
3.5616722,2.322979,IS
2.9696653,2.9549778,IS
3.0534177,2.7884068,IS
3.0378935,2.765965,IS
6.8335953,7.1020904,IS
6.6190634,7.352388,IS
6.5867486,7.4001355,IS
6.5806007,7.4683347,IS
6.4841523,7.3026958,IS
6.6196074,7.367507,IS
6.8278193,7.1838017,IS
6.734737,7.143019,IS
6.4209948,7.2600346,IS
11.52162,3.9365299,IS
11.109457,4.1219497,IS
11.171854,4.377649,IS
11.133093,4.1104355,IS
11.146324,4.114204,IS
11.1238985,4.1225004,IS
11.162597,4.399784,IS
11.241782,3.99816,IS
11.173821,4.411582,IS
10.222814,2.5251307,IS
9.81346,2.4205317,IS
9.793692,2.3495123,IS
9.860346,2.400387,IS
