UMAP1,UMAP2,set_label
-1.0890931,7.221129,IS
1.472706,8.504337,IS
-0.795585,7.9800477,IS
1.4646579,8.510515,IS
-0.7376677,7.871099,IS
1.0481972,9.193912,IS
-0.71957004,7.7458744,IS
1.6515415,9.484007,IS
1.460946,8.972783,IS
1.6035911,9.337041,IS
1.5356799,8.875441,IS
1.6695764,9.510948,IS
1.5460436,8.870256,IS
1.6260138,8.756118,IS
2.1423624,8.601199,IS
1.4596807,9.08189,IS
1.4951416,8.483606,IS
1.6256276,8.785258,IS
1.542957,8.871414,IS
1.6904016,9.429171,IS
1.5552706,8.494657,IS
-0.81597733,8.166599,IS
-0.26605955,6.8245354,IS
-0.38403797,6.987256,IS
-0.31377444,6.7666206,IS
-0.2779508,6.766414,IS
10.347945,-0.12551117,IS
-0.31509575,6.76948,IS
-0.67670745,8.109072,IS
-0.5623253,7.335562,IS
-0.3023083,6.7671003,IS
1.3910216,8.556916,IS
-0.5322186,7.2519975,IS
-0.3198976,6.8068285,IS
-0.28942817,6.774684,IS
-0.76517904,8.182687,IS
-0.5561682,7.3222346,IS
-0.552899,7.2899294,IS
-0.63707834,7.4977264,IS
-1.0080199,7.29254,IS
-1.0391575,7.2902913,IS
-0.99520576,7.2981553,IS
13.144196,1.2385213,IS
1.4996561,8.760569,IS
1.4503703,9.038721,IS
-0.30787832,6.7887106,IS
13.149914,1.2236011,IS
-0.9622625,7.316608,IS
-0.3628736,6.7403374,IS
13.141832,1.2212747,IS
13.148034,1.2334273,IS
0.907587,9.170565,IS
-0.3072566,6.8173976,IS
1.8086852,9.705965,IS
-0.30585238,6.7951593,IS
-0.80606794,7.314571,IS
13.148079,1.2189312,IS
2.505226,10.660313,IS
-0.28808182,6.7503386,IS
-0.48766896,7.2757316,IS
1.3305844,9.049216,IS
1.4101388,9.55488,IS
1.3654803,9.723167,IS
1.3561801,9.678231,IS
1.3268945,9.679698,IS
6.2395043,2.972002,IS
6.233137,2.9801188,IS
2.7850053,9.447012,IS
2.6556,9.2620535,IS
2.397895,9.289863,IS
2.3715127,9.267029,IS
2.48476,9.098422,IS
2.4671693,9.090716,IS
2.0014853,9.5477,IS
1.8814552,9.495478,IS
5.7423573,9.486059,IS
6.05605,9.418289,IS
5.735116,9.433799,IS
6.073581,9.351307,IS
5.776728,9.531465,IS
5.762052,9.475062,IS
5.670649,9.263311,IS
6.0981474,9.386428,IS
4.4157248,1.6824387,IS
6.105671,9.382219,IS
5.891708,9.514768,IS
6.1106496,9.36499,IS
8.427454,-0.32898128,IS
8.348439,-0.3534374,IS
7.881664,-0.40715355,IS
7.9553695,-0.4836875,IS
8.37022,-0.2807959,IS
7.849209,-0.36494476,IS
8.383708,-0.2151783,IS
7.8926864,-0.38556474,IS
7.798016,-0.3375042,IS
7.8450794,-0.3587047,IS
7.8375955,-0.43665075,IS
7.8438888,-0.36782888,IS
7.883764,-0.3351348,IS
6.373605,2.3797889,IS
-1.0816705,7.236142,IS
5.522371,7.745996,IS
5.3275733,7.711283,IS
5.582824,7.9564013,IS
5.3455477,7.7725525,IS
5.4762597,7.8042035,IS
5.4555435,7.8222065,IS
5.5343795,7.889374,IS
5.5906506,8.044493,IS
5.5016503,7.888312,IS
5.2156715,7.800405,IS
5.560076,7.943052,IS
-0.21534763,6.6940455,IS
1.5807476,8.444059,IS
-0.30064318,6.7668633,IS
1.4958565,8.881441,IS
1.8258107,9.484423,IS
1.7759038,9.562647,IS
-0.6342255,8.33585,IS
-0.6043453,8.373302,IS
5.757961,7.996869,IS
-1.0576761,7.2200656,IS
-0.27331826,6.808352,IS
1.7327143,9.511436,IS
2.652795,9.297765,IS
2.6060061,9.289723,IS
2.6526918,9.282455,IS
2.7302785,9.3368435,IS
2.5529387,9.282777,IS
2.7175174,9.339902,IS
2.7024298,9.307452,IS
2.6525269,9.219383,IS
3.8458662,13.723774,IS
3.8524702,13.790338,IS
2.6117826,9.313408,IS
2.678443,9.3065195,IS
2.0403457,9.541677,IS
7.486174,7.7612,IS
7.5306225,7.7203712,IS
7.534472,7.724045,IS
7.493213,7.7436986,IS
2.6737933,9.087533,IS
11.962563,0.26497063,IS
3.9182982,3.3366604,IS
9.676138,9.344465,IS
9.989717,9.33301,IS
9.977605,9.287535,IS
-0.6290913,8.271235,IS
1.8705349,9.451601,IS
1.8548656,9.5874405,IS
1.4799838,8.412934,IS
1.5387102,8.483314,IS
1.5306025,8.832599,IS
3.3127444,0.8365912,IS
3.3047762,0.8577469,IS
3.33807,0.8057347,IS
3.3337836,0.8315385,IS
3.3594484,0.8474401,IS
3.3436582,0.7947793,IS
5.930674,9.946894,IS
5.9360633,9.9402275,IS
5.8784413,9.888973,IS
1.5422258,8.3916645,IS
1.7810445,9.464702,IS
1.4907684,8.391612,IS
1.4915591,8.43889,IS
-0.28578654,6.7863274,IS
-0.31695402,6.811401,IS
4.5249496,1.7740439,IS
1.3206261,9.704541,IS
1.3168412,9.674862,IS
1.3740385,9.752744,IS
1.2605548,9.0066595,IS
1.3760109,9.6552305,IS
6.9214263,0.28240007,IS
3.746252,3.2535784,IS
-0.8156138,8.166325,IS
-1.0497688,9.562746,IS
15.443476,3.0452845,IS
10.138267,7.4167285,IS
9.535198,1.8609984,IS
9.248881,1.8858197,IS
9.5145235,1.8039023,IS
9.472201,1.7812307,IS
9.285363,1.892702,IS
9.253736,2.7751818,IS
9.344937,2.6298203,IS
9.341867,2.7258189,IS
5.552078,3.8174684,IS
5.351557,3.6986113,IS
5.4363313,3.7809691,IS
5.4819026,3.8175786,IS
5.6857696,3.9448273,IS
5.474351,3.8593113,IS
5.4354863,3.6469493,IS
5.5735803,3.7694225,IS
5.6967673,3.800362,IS
12.407562,7.3215756,IS
4.2291145,7.7145095,IS
11.913411,7.580311,IS
4.231038,7.71886,IS
4.235946,7.719152,IS
4.2303615,7.724227,IS
11.892111,7.5822315,IS
12.142061,7.253855,IS
11.907232,7.59344,IS
9.113779,7.614528,IS
9.222867,7.7775035,IS
9.160298,7.724897,IS
9.208731,7.5842934,IS
9.052947,7.922806,IS
9.100034,7.768235,IS
9.322575,7.647222,IS
21.413593,2.1767395,IS
5.275527,4.132209,IS
5.377961,4.082763,IS
5.3956017,4.0901623,IS
5.385395,4.072053,IS
12.792512,7.213569,IS
12.828826,7.196539,IS
9.025007,7.5473113,IS
8.83218,7.598696,IS
4.6440907,9.397922,IS
4.62954,9.294414,IS
4.6604424,9.38242,IS
4.607826,9.075341,IS
8.8780365,9.458329,IS
8.937673,9.461695,IS
10.236115,11.307539,IS
9.190221,9.430168,IS
9.171947,9.346908,IS
12.613768,7.3069763,IS
11.838059,10.639878,IS
11.835106,10.638922,IS
7.792984,8.410536,IS
8.666592,9.294187,IS
8.649431,9.29446,IS
21.41344,2.1768417,IS
11.443342,10.807573,IS
9.03337,7.5444245,IS
8.590102,-0.18787716,IS
4.5495405,4.465203,IS
14.695951,2.7876978,IS
14.693689,2.7997842,IS
11.268494,3.160236,IS
11.199853,3.1800401,IS
11.257015,3.1691544,IS
11.278881,3.1534052,IS
3.1114206,13.203014,IS
3.1644819,13.377026,IS
3.0750127,13.278874,IS
3.063981,13.189786,IS
3.1444113,13.400192,IS
3.197313,13.30324,IS
2.955936,13.282596,IS
3.2479894,13.424471,IS
3.5469778,12.856742,IS
2.2830014,12.231879,IS
3.0944037,13.232367,IS
3.0311627,13.274545,IS
3.12712,13.460891,IS
2.981745,13.692124,IS
3.1657507,13.349176,IS
3.0092356,13.1937475,IS
3.163134,13.556901,IS
3.075407,13.253154,IS
2.8280678,13.630198,IS
2.272084,12.22788,IS
2.2562609,12.228106,IS
3.2257588,13.316646,IS
2.2734764,12.225466,IS
2.7824373,11.325721,IS
2.9601672,13.661241,IS
2.2280788,12.25999,IS
2.9394667,13.294883,IS
2.9644904,13.625245,IS
2.9855504,13.613302,IS
3.1120262,13.345531,IS
3.0000548,13.52854,IS
3.252186,13.322181,IS
2.768589,11.291463,IS
3.0756927,13.572762,IS
3.0545943,13.63797,IS
2.842584,13.743762,IS
3.0429463,13.670864,IS
2.738712,11.413699,IS
2.7849019,13.749375,IS
2.7900312,13.73222,IS
2.7466593,11.370352,IS
2.8472216,13.711478,IS
2.7943294,11.275543,IS
3.0035434,13.201566,IS
3.700774,14.574946,IS
2.8107414,11.273288,IS
3.0795403,13.243523,IS
2.6881044,11.367105,IS
3.1412663,13.194052,IS
2.7456841,11.348108,IS
3.672748,14.477766,IS
2.8510494,13.714867,IS
2.7958465,11.294062,IS
2.7953238,11.3022,IS
2.9258635,13.731876,IS
0.6412156,9.0280485,IS
1.3092697,8.516104,IS
-0.6299757,8.165256,IS
-0.32092172,7.7435646,IS
-0.16449587,8.21264,IS
-0.5871172,8.22947,IS
-0.14755125,8.257183,IS
4.738636,9.516327,IS
4.739795,9.365883,IS
4.723601,9.383711,IS
4.7023754,9.388023,IS
4.500651,1.7410086,IS
4.465001,1.7672894,IS
4.4704857,1.808148,IS
4.4764414,1.8108318,IS
4.4682064,1.7428104,IS
4.5013247,1.7621726,IS
4.510809,1.8014938,IS
3.7343228,14.525961,IS
3.2182102,13.351841,IS
3.1294932,1.2816092,IS
3.1441557,1.2348814,IS
3.5578167,0.92630917,IS
3.190719,1.3254398,IS
3.1600595,1.2572486,IS
3.208628,1.262637,IS
3.8150342,0.6416006,IS
3.197155,1.3947182,IS
3.1562552,13.3378105,IS
2.23811,12.273038,IS
2.1729622,12.230136,IS
2.7750642,13.769191,IS
2.8545773,13.711174,IS
2.2201545,12.236481,IS
3.8420677,14.624993,IS
3.8531625,14.62407,IS
3.8067164,14.633618,IS
3.8398032,14.657552,IS
3.8501396,14.66536,IS
3.7522438,14.571881,IS
3.8798118,14.64452,IS
3.8163342,14.692528,IS
3.870269,14.682393,IS
3.7201355,14.499282,IS
3.8309214,14.6539135,IS
3.7613647,14.565167,IS
3.7976162,14.593683,IS
3.7813673,14.611485,IS
3.8661895,14.668538,IS
3.8915813,14.662697,IS
3.0639799,13.005862,IS
2.916845,12.949639,IS
3.049624,12.975378,IS
3.0060422,12.895922,IS
2.973782,12.989929,IS
3.5393977,-2.2025735,IS
3.3697665,-2.0960515,IS
5.619367,13.940138,IS
5.619695,13.940882,IS
3.9288232,13.653056,IS
3.835068,13.706014,IS
3.8909187,13.663287,IS
3.8439038,13.732993,IS
3.8876386,13.644077,IS
3.84552,13.701747,IS
11.023622,3.2559128,IS
10.943905,3.2945173,IS
2.8952723,-2.2831762,IS
2.5002737,-1.7323538,IS
2.7485468,-2.2415266,IS
2.13798,-1.6653186,IS
2.168315,-1.690547,IS
2.4395604,-1.6375338,IS
2.8763103,-2.3154535,IS
2.6614063,-2.1832001,IS
3.0049047,-2.265284,IS
2.9559205,-2.2525477,IS
2.0351644,-1.7180483,IS
2.417515,-1.7798098,IS
2.1684382,-1.6108513,IS
2.646003,-2.097043,IS
2.6087956,-2.0812664,IS
2.699768,-2.1803784,IS
2.7110534,-2.1890988,IS
2.4756715,-1.4696934,IS
2.2811203,-1.6498802,IS
2.7553954,-0.7677675,IS
2.6470652,-0.8957159,IS
2.7266989,-2.204439,IS
3.2909243,13.281421,IS
1.6367532,-1.8871424,IS
2.0390525,-1.7418556,IS
2.0111265,-2.257683,IS
2.1423697,-2.2714553,IS
2.0901465,-2.2183425,IS
2.0673048,-2.2212496,IS
2.0040793,-2.2627237,IS
2.1206846,-2.2319477,IS
2.2137659,-2.260048,IS
2.1777685,-2.2800493,IS
2.0034366,-2.1936638,IS
2.0189204,-2.1817772,IS
2.4490116,-2.1427581,IS
2.0201473,-2.2025638,IS
2.700628,-0.6577582,IS
11.228723,3.1650136,IS
2.8682425,11.2390785,IS
4.487823,1.7770375,IS
4.4869843,1.7634094,IS
2.0547788,-1.872727,IS
3.3759446,-2.2669673,IS
9.037514,12.759809,IS
3.1243703,-2.347885,IS
6.245385,2.8989658,IS
1.542573,5.081693,IS
2.7421548,11.332555,IS
3.7786384,14.508601,IS
5.620584,13.940215,IS
13.150366,1.2155746,IS
3.8498194,13.653631,IS
1.7774918,-2.0806332,IS
3.3832297,13.629973,IS
3.4101782,13.614787,IS
2.6242015,-1.4413579,IS
2.9169269,-1.9744995,IS
6.2552056,8.90345,IS
6.055951,9.228044,IS
6.2254553,9.257472,IS
6.0546603,9.213217,IS
6.160257,8.964064,IS
5.9845853,9.277299,IS
6.189915,9.212428,IS
6.1121774,9.249031,IS
6.249066,9.219322,IS
6.16544,8.9528675,IS
10.642182,5.142089,IS
10.525096,5.271204,IS
10.523223,5.2790337,IS
10.460732,5.321446,IS
10.529725,5.269494,IS
10.434496,5.2435966,IS
10.496643,5.312843,IS
10.44268,5.2614675,IS
10.488468,5.3129478,IS
9.340636,4.1479993,IS
9.503378,4.342253,IS
9.67983,4.186991,IS
9.6879225,4.188676,IS
9.680757,4.23491,IS
6.8287697,0.16828546,IS
6.3314176,1.5002815,IS
7.084984,0.486575,IS
6.8416014,0.16042529,IS
6.676023,1.2645226,IS
6.87335,0.5486449,IS
8.4120655,0.5291743,IS
7.7751412,-0.025574509,IS
6.8394423,0.17928702,IS
6.729052,0.54202133,IS
6.576936,1.427915,IS
6.8842654,0.5642974,IS
6.4294767,1.3025264,IS
7.0626974,0.4469979,IS
6.9109664,0.41934434,IS
8.102141,0.44428265,IS
8.437978,0.59511644,IS
8.385994,0.49280605,IS
6.820143,0.16240168,IS
7.5172796,0.28512338,IS
8.409652,0.6293721,IS
7.471014,0.27225065,IS
6.559243,0.42077044,IS
8.37265,0.59856236,IS
6.961308,0.50653076,IS
7.8371487,-0.24955764,IS
6.811027,0.18547308,IS
6.8255177,0.183825,IS
6.625287,1.50654,IS
8.197273,0.46226308,IS
6.6178703,1.4884189,IS
7.232299,0.39237896,IS
6.9964294,0.36912638,IS
6.805889,0.6751153,IS
6.931598,0.4916841,IS
6.9798193,0.68280476,IS
6.721687,0.91925305,IS
8.308625,0.50970805,IS
7.1438518,0.4288157,IS
8.432883,0.6104321,IS
6.9414344,0.5128978,IS
7.055177,0.38166094,IS
6.868806,0.5460023,IS
8.434348,-0.16630384,IS
8.347141,-0.19706298,IS
8.485547,0.702505,IS
6.742994,1.356258,IS
6.5478926,0.4206821,IS
7.036162,0.4051836,IS
8.107174,0.4440989,IS
6.8613157,1.1087879,IS
6.688428,1.520463,IS
6.5821266,1.4347544,IS
9.0324,8.1298685,IS
9.417159,7.9895663,IS
9.258414,7.773777,IS
9.29845,7.978186,IS
9.41793,7.8932,IS
9.240523,8.072759,IS
9.10164,7.9498076,IS
9.102804,7.675804,IS
9.257176,7.7955704,IS
8.778196,8.497878,IS
9.160134,8.043889,IS
9.201871,7.445221,IS
9.122528,7.6412587,IS
8.751993,8.369404,IS
9.061418,7.76808,IS
9.152807,8.1128,IS
9.200492,7.512525,IS
9.255055,7.453282,IS
8.272698,8.067299,IS
8.821342,8.05335,IS
8.661295,8.051418,IS
9.237935,7.410932,IS
8.36058,8.173328,IS
8.880254,7.9260993,IS
8.693734,8.432836,IS
9.30273,7.4722886,IS
9.295567,7.2880263,IS
8.492182,8.231893,IS
8.5055065,8.177559,IS
9.1635895,7.405262,IS
12.00385,-3.2267423,IS
11.980828,-3.1697607,IS
11.991079,-3.1825635,IS
11.979822,-3.1734781,IS
10.977262,10.600819,IS
16.29856,2.630727,IS
15.3407345,3.1735256,IS
15.250475,3.1798785,IS
15.388531,3.3683856,IS
15.3401575,3.353635,IS
6.218523,3.041856,IS
1.3755047,3.8650227,IS
1.3755205,3.8634384,IS
4.257679,6.88718,IS
14.993684,3.253897,IS
15.016481,3.1974695,IS
16.259195,2.599281,IS
14.901397,3.0496244,IS
15.073807,3.1321807,IS
15.024415,3.2804985,IS
