UMAP1,UMAP2,set_label
15.216357,6.249661,IS
14.885595,4.1541095,IS
15.508198,5.4876623,IS
14.846648,4.070931,IS
15.507518,5.5641713,IS
15.168962,3.9027112,IS
15.536961,5.5850215,IS
14.878788,3.25206,IS
14.830497,3.675978,IS
14.844386,3.3419273,IS
14.783956,3.8345141,IS
14.880478,3.2231426,IS
14.776908,3.8829622,IS
14.69354,3.8929477,IS
14.75612,3.6327896,IS
14.764479,3.7231443,IS
14.833202,4.1880555,IS
14.690031,3.9064863,IS
14.761804,3.8749645,IS
14.868208,3.2314267,IS
14.797839,4.1083655,IS
15.539275,5.3927464,IS
15.68721,6.055609,IS
15.589996,5.961577,IS
15.720213,6.0856004,IS
15.721862,6.1017494,IS
15.446925,5.847048,IS
15.757088,6.0916395,IS
15.406034,5.311106,IS
15.427082,5.8993235,IS
15.706621,6.075066,IS
14.830154,4.1396666,IS
15.406704,5.853728,IS
15.724177,6.0645022,IS
15.699502,6.0863013,IS
15.492308,5.339406,IS
15.428517,5.8917108,IS
15.431582,5.9040556,IS
15.440282,5.8271594,IS
15.208352,6.3008633,IS
15.216448,6.2896667,IS
15.2316,6.2251725,IS
15.850403,2.895201,IS
14.823397,3.9297395,IS
14.879864,3.8939333,IS
15.734379,6.0874643,IS
15.794029,2.8910253,IS
15.214851,6.259123,IS
15.752933,6.1021857,IS
15.815717,2.8530703,IS
15.791608,2.882792,IS
15.307319,4.4067802,IS
15.66609,6.028486,IS
14.9590225,3.0947049,IS
15.683151,6.054828,IS
15.312908,6.007741,IS
15.843697,2.8643172,IS
15.577252,2.5618842,IS
15.689768,6.068187,IS
15.3461275,5.780969,IS
15.036195,3.6142702,IS
15.131375,3.4733574,IS
15.148468,3.4561987,IS
15.12976,3.4479249,IS
15.096766,3.4631271,IS
3.9028466,-2.668726,IS
3.9054296,-2.5936477,IS
13.995089,1.3660986,IS
13.993638,1.3702292,IS
14.042709,1.4082366,IS
14.048179,1.5298737,IS
14.032734,1.397262,IS
14.032374,1.4653983,IS
14.455314,2.9837365,IS
14.493143,3.0702724,IS
11.257218,-0.061024893,IS
11.087876,-0.1346002,IS
11.176139,-0.09821071,IS
11.085006,-0.19186631,IS
11.243093,-0.06433361,IS
11.2559595,-0.06824382,IS
11.27997,-0.097003445,IS
11.030534,-0.15287422,IS
5.3962955,-4.4059114,IS
11.037601,-0.15466082,IS
