UMAP1,UMAP2,set_label
10.975345,8.348,IS
12.333697,4.78059,IS
12.423202,4.848769,IS
12.460637,5.0171366,IS
12.573183,4.9873323,IS
12.478472,4.900216,IS
11.805188,4.8273525,IS
11.754336,4.8089347,IS
11.854871,5.0008936,IS
8.64122,1.6125683,IS
8.5484705,1.3747661,IS
8.673976,1.3375883,IS
8.667063,1.316681,IS
8.8453865,1.4256828,IS
8.647164,1.3104724,IS
8.693187,1.629824,IS
8.668086,1.5770366,IS
8.787248,1.4428968,IS
4.86993,2.780708,IS
5.387959,2.760553,IS
5.554845,2.7653244,IS
5.411256,2.7839663,IS
5.3918076,2.758919,IS
5.4146595,2.7588034,IS
5.5785227,2.7694635,IS
5.364524,2.8196177,IS
5.5585546,2.766161,IS
9.8877,9.731017,IS
10.9011545,9.061076,IS
10.761061,9.047195,IS
10.709874,8.95612,IS
9.969603,9.606314,IS
10.750812,9.00833,IS
9.944927,9.960705,IS
8.757842,-7.7231383,IS
8.210088,1.0212651,IS
8.230265,1.2898357,IS
8.272593,1.1144279,IS
8.182678,1.2837285,IS
4.470456,2.5692286,IS
4.485146,2.5750694,IS
10.251332,9.875641,IS
10.223738,9.767444,IS
4.0094156,0.06415837,IS
3.8585074,0.031302128,IS
4.0588174,0.045936465,IS
3.9259155,0.12736133,IS
12.594626,9.355261,IS
12.736039,9.7646885,IS
7.2303424,8.481386,IS
12.483143,9.372998,IS
12.472988,9.508707,IS
4.722193,2.6904352,IS
7.323099,-0.2878748,IS
7.337102,-0.3223911,IS
6.483705,3.9732814,IS
12.550765,8.996453,IS
12.561504,9.049155,IS
8.7580385,-7.721913,IS
7.62172,-0.8588087,IS
10.235192,10.018597,IS
15.511437,5.437778,IS
11.65252,0.22313821,IS
13.91077,15.213889,IS
13.892273,15.255773,IS
13.512469,-0.46752825,IS
13.497067,-0.4291664,IS
13.515988,-0.47660616,IS
13.509624,-0.47241062,IS
2.1651804,-1.6327205,IS
2.129694,-1.5952592,IS
2.1411424,-1.6094589,IS
2.1742387,-1.67355,IS
2.0944428,-1.5809275,IS
2.0744274,-1.544011,IS
2.2136781,-1.5808321,IS
2.2600796,-1.4451762,IS
2.267881,-1.1127048,IS
2.268044,0.118507855,IS
2.1544964,-1.6568458,IS
2.156647,-1.5772812,IS
2.302954,-1.375192,IS
2.534684,-1.4266331,IS
2.0742157,-1.5588604,IS
2.1946187,-1.4935122,IS
2.4253712,-1.4214435,IS
2.1145706,-1.6471677,IS
2.5711415,-1.4177463,IS
2.2775426,0.12191198,IS
2.2348502,0.10928231,IS
2.068163,-1.5317757,IS
2.2810967,0.10859625,IS
2.639801,-0.3041699,IS
2.4899888,-1.4815356,IS
2.2607646,0.14085357,IS
2.1996117,-1.575296,IS
2.551979,-1.4507105,IS
2.4844992,-1.4056141,IS
2.146584,-1.487468,IS
2.5978181,-1.4259903,IS
2.0012314,-1.3065591,IS
2.6807313,-0.30068016,IS
2.418357,-1.3257258,IS
2.3595612,-1.4285401,IS
2.5999107,-1.5046055,IS
2.4077244,-1.3954564,IS
2.5994022,-0.29625586,IS
2.5275168,-1.4268306,IS
2.544808,-1.4340422,IS
2.5964885,-0.26139095,IS
2.5471182,-1.5089902,IS
2.762712,-0.30713487,IS
2.1582475,-1.5467114,IS
0.9722568,-1.083065,IS
2.6952536,-0.26449215,IS
2.1499827,-1.6747023,IS
2.6327603,-0.35985819,IS
2.219401,-1.6064606,IS
2.6224682,-0.30757484,IS
0.94965434,-1.0777986,IS
2.6211412,-1.398209,IS
2.7085466,-0.25206074,IS
2.74537,-0.2907017,IS
2.5936794,-1.4127773,IS
5.4349785,15.631995,IS
6.1477704,15.400301,IS
5.435041,15.597744,IS
5.3731318,15.615682,IS
5.5927505,15.40672,IS
5.440371,15.604698,IS
5.6232023,15.40762,IS
4.112728,0.28212094,IS
3.9944797,0.036477517,IS
4.0016174,0.117588595,IS
3.9803755,0.10017516,IS
