UMAP1,UMAP2,set_label
9.617835,10.064216,IS
10.3213625,10.296978,IS
9.805828,10.438323,IS
9.491922,10.025162,IS
10.034956,9.825988,IS
9.54902,10.092594,IS
10.261268,10.274533,IS
8.780318,10.996203,IS
9.536602,9.958977,IS
8.232595,9.570265,IS
9.031704,10.017286,IS
9.836725,10.412664,IS
9.704929,10.383779,IS
9.789421,10.403858,IS
7.541692,9.336367,IS
9.729062,10.449379,IS
9.552502,9.989294,IS
8.636174,11.108336,IS
8.960827,10.2434025,IS
9.706873,10.329893,IS
10.34475,10.24248,IS
10.251762,10.295945,IS
8.628833,11.167985,IS
9.117255,10.547562,IS
7.478025,8.907254,IS
9.436812,10.017581,IS
9.299996,9.998225,IS
9.77556,10.399643,IS
9.204849,11.137856,IS
9.357581,9.957583,IS
8.867028,10.248647,IS
9.1696825,9.614845,IS
9.145326,10.703009,IS
8.862795,10.261804,IS
8.617744,11.188704,IS
7.6260295,9.331153,IS
9.114878,10.69333,IS
10.313761,10.138385,IS
9.156327,10.668568,IS
7.465051,9.334492,IS
8.724357,9.801432,IS
9.62422,9.578453,IS
9.547718,9.854512,IS
9.847293,9.4044695,IS
8.919605,10.585524,IS
7.5580463,9.1320305,IS
10.2693815,10.123297,IS
10.22709,10.0964775,IS
9.504272,9.956605,IS
9.812345,9.675621,IS
8.613989,11.177175,IS
7.5114703,9.270956,IS
9.812883,9.686072,IS
9.384682,11.159434,IS
9.297204,11.29213,IS
9.788557,9.666872,IS
9.123606,10.704423,IS
9.842992,9.424066,IS
8.625859,11.139768,IS
9.211204,11.204052,IS
9.518607,10.015089,IS
9.377158,10.050366,IS
9.260605,11.28815,IS
9.50695,9.773379,IS
9.86501,10.177646,IS
10.334921,10.182253,IS
10.282233,10.207356,IS
9.321948,11.113695,IS
9.099446,10.165199,IS
9.290647,11.095627,IS
7.544882,9.320048,IS
9.411333,11.17499,IS
9.844496,9.402787,IS
9.411148,11.101341,IS
9.713387,9.721443,IS
7.3985543,9.23814,IS
8.809878,11.105614,IS
9.277427,11.202744,IS
9.346943,11.186131,IS
7.4433794,9.3638525,IS
9.378624,11.154851,IS
9.309422,11.063283,IS
10.652329,9.740338,IS
7.5820274,9.308518,IS
7.5023046,9.099041,IS
8.752368,9.7965555,IS
9.313079,11.160999,IS
8.920805,10.639915,IS
9.859722,9.429941,IS
9.346686,11.25038,IS
8.420071,7.0895357,IS
9.19597,10.153234,IS
9.346376,11.105236,IS
10.2330885,10.103144,IS
9.117442,9.742735,IS
9.083045,10.2095175,IS
9.3646555,11.2492695,IS
9.631457,9.608106,IS
8.250618,9.75915,IS
7.4430857,9.1025505,IS
8.326687,9.793508,IS
7.4411554,9.20131,IS
10.31476,9.952994,IS
9.584845,9.541103,IS
7.44717,9.11176,IS
9.43512,9.693622,IS
8.433224,9.678121,IS
9.337393,11.274055,IS
9.067042,10.109101,IS
7.5343904,9.281413,IS
8.996705,10.023174,IS
10.585805,9.647983,IS
10.582917,9.691398,IS
10.960526,9.869158,IS
8.237884,9.654255,IS
11.050083,9.842517,IS
7.3953047,9.186866,IS
10.701006,9.781101,IS
10.926866,9.900716,IS
8.540808,10.1079035,IS
10.951499,9.803112,IS
10.507725,9.684874,IS
7.2166023,8.923115,IS
7.3263273,9.199747,IS
7.7558575,9.430018,IS
