UMAP1,UMAP2,set_label
11.849602,9.212685,IS
11.455294,7.7419205,IS
11.022448,8.310984,IS
11.895338,9.066187,IS
11.121561,8.2503,IS
11.790292,9.2789135,IS
11.41437,7.828997,IS
10.139603,9.84205,IS
11.940817,9.03407,IS
11.625797,9.664897,IS
11.021016,9.620081,IS
10.992495,8.401156,IS
10.952272,8.365232,IS
10.98207,8.414407,IS
12.165498,9.996626,IS
11.060973,8.214309,IS
11.890137,9.053556,IS
9.996835,9.94774,IS
10.678504,10.269733,IS
10.955103,8.451377,IS
11.458316,7.857851,IS
11.465922,7.816934,IS
10.019333,9.924005,IS
10.720786,9.629663,IS
12.245232,9.918641,IS
11.7098675,9.233011,IS
11.38877,9.241428,IS
10.890182,8.389742,IS
10.322465,9.03005,IS
11.472012,9.1759815,IS
10.599736,10.472279,IS
11.306593,9.164534,IS
10.773549,9.757741,IS
10.590756,10.4938545,IS
10.05848,9.875279,IS
12.081031,10.050969,IS
10.729305,9.688855,IS
11.423373,7.9685946,IS
10.76609,9.713497,IS
12.575747,9.946331,IS
11.312768,9.517367,IS
11.143823,8.560906,IS
11.186766,8.742198,IS
11.634625,8.470142,IS
10.41496,9.547169,IS
12.1847725,9.90465,IS
11.292098,7.9333496,IS
11.324446,7.9080267,IS
11.76992,9.229714,IS
11.440204,8.630436,IS
10.055159,9.941489,IS
12.360555,9.85585,IS
11.449343,8.669609,IS
10.336986,9.102442,IS
10.277495,9.063677,IS
11.690548,8.580861,IS
10.756592,9.727771,IS
11.539687,8.436107,IS
10.064914,9.896587,IS
10.302113,9.00724,IS
11.7670145,9.211698,IS
11.349174,9.107708,IS
10.147932,8.974916,IS
11.192919,8.717272,IS
11.35373,8.566107,IS
11.349625,7.906457,IS
11.215879,7.8889976,IS
10.469803,9.073566,IS
10.864471,9.482913,IS
10.336288,9.110568,IS
12.132209,9.992943,IS
10.349736,9.138046,IS
11.551163,8.417177,IS
10.430276,9.1534195,IS
11.430356,8.713296,IS
12.190278,9.941628,IS
10.107139,9.91727,IS
10.326832,9.060434,IS
10.290795,9.121394,IS
12.5218,9.925253,IS
10.334747,9.068811,IS
10.456191,9.165228,IS
12.2835245,8.303633,IS
12.14971,9.987665,IS
12.149126,9.880326,IS
11.301206,9.590369,IS
10.289064,9.016385,IS
10.400235,9.548837,IS
11.5631075,8.362288,IS
10.281748,9.015744,IS
9.225425,7.0957227,IS
10.872052,9.383323,IS
10.317472,9.115531,IS
11.297699,7.9161487,IS
11.488375,9.189034,IS
10.831444,9.521717,IS
10.245293,9.027915,IS
11.315455,8.548933,IS
11.558706,9.559833,IS
12.212637,9.866244,IS
11.478195,9.538696,IS
12.161085,9.968272,IS
11.633894,8.297173,IS
11.091715,8.638208,IS
12.256264,9.895079,IS
11.2367115,8.992785,IS
11.598963,9.505613,IS
10.303358,9.050501,IS
10.748862,9.473142,IS
