UMAP1,UMAP2,set_label
10.991175,6.597829,IS
10.473627,6.2967076,IS
11.026425,6.7190924,IS
10.46156,6.350286,IS
10.981111,6.7156096,IS
10.804817,7.052124,IS
11.00379,7.2704263,IS
10.523629,6.27231,IS
10.952315,7.04245,IS
10.898154,6.579521,IS
11.010703,7.1545534,IS
10.879804,6.8036895,IS
10.965053,7.058917,IS
10.541098,6.2907476,IS
11.15448,6.899159,IS
6.216597,-2.0128565,IS
6.1739335,-2.2190847,IS
6.1833267,-2.049726,IS
6.219117,-2.1670632,IS
6.2178974,-2.1329587,IS
5.338308,-1.8311764,IS
5.1078258,-1.8593624,IS
4.966104,-1.9502859,IS
6.476819,-1.6232175,IS
4.919184,-1.9404172,IS
4.814292,-1.8673804,IS
10.51268,9.421561,IS
10.322164,9.483914,IS
10.3165245,9.296593,IS
10.700745,9.462771,IS
10.354934,9.082716,IS
4.692239,-2.665821,IS
6.923917,4.721435,IS
9.55584,7.624169,IS
9.635537,7.6458387,IS
9.567181,7.74605,IS
9.891916,7.776759,IS
9.6325865,7.8730965,IS
9.439907,7.0917864,IS
9.514973,7.684481,IS
9.418603,7.85539,IS
9.60982,7.6293044,IS
9.75892,7.8679733,IS
9.460499,7.34651,IS
9.662651,7.7029366,IS
9.372305,7.2344913,IS
7.360481,4.3642898,IS
10.858899,5.187577,IS
9.344443,8.996179,IS
1.9266412,-1.4712365,IS
3.6396952,-2.1093776,IS
7.844128,2.682722,IS
7.8170905,2.8084812,IS
7.717561,3.4640844,IS
3.3923824,-2.1102743,IS
3.4055874,-2.0385199,IS
2.5806375,-1.4413767,IS
2.5621324,-1.4093529,IS
2.318325,-1.3093919,IS
2.6048374,-1.6063949,IS
2.527486,-1.3789538,IS
2.6425915,-1.4394596,IS
2.6782317,-1.4719759,IS
2.7864618,-1.4259425,IS
2.4170268,-1.317156,IS
2.6195695,-1.4629864,IS
2.7936532,-1.5873317,IS
3.4418588,-1.9882942,IS
3.409447,-2.0917788,IS
2.8572752,-1.6647787,IS
2.7902508,-1.8597397,IS
2.7636409,-1.5829579,IS
2.8904111,-1.7955028,IS
10.8038845,9.449586,IS
18.408054,0.7284587,IS
18.399776,0.7209294,IS
18.404303,0.72327524,IS
18.40449,0.7234396,IS
18.408144,0.7273923,IS
3.1253788,-2.29661,IS
2.4298668,-2.1465938,IS
2.3493457,-2.027176,IS
3.175265,-2.3172536,IS
2.5946138,-2.1313767,IS
2.565452,-2.2354114,IS
2.2719946,-1.99623,IS
2.5870454,-2.1755443,IS
2.8319833,-1.9686862,IS
4.5602064,5.8790407,IS
7.2905607,8.912152,IS
10.854732,9.628356,IS
10.242088,9.010426,IS
10.145374,8.920232,IS
9.816871,7.6037874,IS
9.71141,7.5931993,IS
9.758084,7.5707893,IS
7.5212827,8.567176,IS
5.223586,4.90147,IS
2.4300878,-2.2869341,IS
5.760303,-1.1127245,IS
8.809131,-1.8904082,IS
9.884181,5.776849,IS
2.3575923,-1.6361367,IS
2.4783661,-2.3110044,IS
10.715601,6.574475,IS
10.780798,6.5801706,IS
10.656469,6.651285,IS
2.504209,-1.2382897,IS
10.571657,8.92899,IS
1.6882423,5.9833145,IS
1.6985565,5.9193115,IS
1.7171947,5.9546437,IS
1.7142495,5.9724317,IS
1.7039888,5.968586,IS
4.186764,-0.18871894,IS
4.4661694,-0.26925045,IS
4.3465157,-0.33167294,IS
4.0223436,-0.30715963,IS
4.7527194,-2.7347887,IS
4.7389107,-2.71927,IS
4.6998453,-2.778118,IS
7.5776286,-2.5672162,IS
2.4125342,3.3126934,IS
1.9231007,3.235875,IS
2.1734478,3.3346193,IS
2.3174353,3.2757552,IS
1.9447026,3.2036464,IS
2.377389,3.0141265,IS
2.4747689,3.0323327,IS
2.4072797,3.0470388,IS
7.711102,8.964309,IS
4.002418,0.028675204,IS
4.1508274,0.07588273,IS
4.2393413,-0.6384355,IS
4.4474573,-0.34103367,IS
3.910933,0.58563393,IS
5.7966566,-0.2044818,IS
4.13506,-0.15902951,IS
4.227579,-0.15842868,IS
4.08726,-0.22851638,IS
4.3991575,-0.29077187,IS
2.9721391,2.3831446,IS
2.95948,2.3624973,IS
3.328368,0.15378118,IS
3.5562117,0.7661165,IS
3.6101727,0.8025427,IS
3.572311,0.6816719,IS
3.6238198,0.7784848,IS
3.590345,0.7991821,IS
3.6512165,0.33334726,IS
5.7670655,-0.05530594,IS
5.660692,0.28070527,IS
5.806761,0.112292096,IS
3.5003235,-0.280899,IS
3.7953722,-0.08562366,IS
3.8013597,0.5436163,IS
3.541149,-0.2605572,IS
3.6861198,0.40965596,IS
4.01401,0.044318505,IS
4.044741,0.33020285,IS
3.7453623,0.1880355,IS
4.055101,0.54083884,IS
7.2058825,8.601807,IS
5.720186,6.039186,IS
5.6990848,6.055512,IS
5.718389,6.042444,IS
5.8858395,5.9914055,IS
5.844461,5.9674354,IS
4.2428675,0.059535034,IS
4.3135114,0.044758495,IS
4.089042,0.63137496,IS
4.1719627,0.7195751,IS
1.6876302,5.980456,IS
1.7064346,5.964062,IS
0.399088,4.7350597,IS
4.238415,-0.79149127,IS
4.3659043,-0.25273284,IS
2.0651515,3.4714198,IS
2.0818245,3.447721,IS
1.9594475,3.5475178,IS
2.1958323,3.3059516,IS
2.4438205,3.3884144,IS
2.2642076,3.292133,IS
2.2043288,3.3357644,IS
2.2842777,3.3036206,IS
2.3049,3.2382076,IS
10.326217,0.5659085,IS
2.9912095,6.453306,IS
3.025527,6.383928,IS
8.463013,6.906403,IS
5.873029,4.752497,IS
7.628817,5.2799067,IS
6.599721,1.1965617,IS
11.588973,8.0007305,IS
11.625594,8.040085,IS
8.695298,9.269664,IS
8.73771,9.242993,IS
9.796548,8.651873,IS
9.761819,8.595167,IS
9.708837,8.67227,IS
5.125156,4.768895,IS
5.080642,4.641405,IS
5.174793,4.773278,IS
10.992611,1.8397061,IS
5.171611,4.780279,IS
4.9739075,4.8569384,IS
11.196104,8.288272,IS
7.406671,8.727158,IS
12.022131,7.915773,IS
11.567575,7.185228,IS
11.571099,7.2930236,IS
9.361653,9.210258,IS
9.582121,8.404197,IS
9.633727,8.260281,IS
9.430917,8.298571,IS
9.633917,8.267808,IS
9.57226,8.286161,IS
9.50049,8.305538,IS
11.497959,8.708312,IS
11.916523,8.656974,IS
5.0975595,4.755944,IS
6.0936346,5.3507814,IS
6.192208,5.3626595,IS
7.500787,8.601227,IS
7.521448,8.489697,IS
8.0978155,7.542854,IS
7.374849,8.577558,IS
7.450294,8.64044,IS
7.5532928,8.59587,IS
4.503454,5.5379004,IS
4.542334,5.5324697,IS
4.4818344,5.4970927,IS
4.4623365,5.518237,IS
4.343062,5.6098795,IS
4.4694066,5.5100636,IS
4.4673014,5.5210238,IS
4.469297,5.5240445,IS
4.432489,5.5627923,IS
4.366324,5.595084,IS
11.511232,9.153867,IS
6.108189,5.3409095,IS
9.63081,8.809692,IS
9.928877,8.536006,IS
9.690506,8.817205,IS
9.849799,8.690283,IS
9.787213,8.60953,IS
9.86759,8.618381,IS
9.7977295,8.625842,IS
9.735257,8.726287,IS
9.867838,8.501877,IS
7.4342556,7.673267,IS
7.554257,7.781389,IS
7.575109,7.980441,IS
10.856343,7.873569,IS
11.345469,7.499485,IS
11.047001,7.7174478,IS
11.00967,7.821995,IS
11.280103,7.7266755,IS
11.047331,7.7907085,IS
10.976753,7.7332635,IS
10.893738,7.7220435,IS
10.862162,7.974467,IS
4.451784,6.6287484,IS
4.4534564,6.592222,IS
7.88098,7.4055476,IS
8.51136,8.219402,IS
7.753145,7.933244,IS
7.733926,7.974369,IS
7.770122,8.028208,IS
7.820047,8.200755,IS
8.060354,7.4575872,IS
7.7361298,8.015933,IS
10.936853,7.8468895,IS
10.99263,7.7953734,IS
10.975218,7.863345,IS
11.042846,1.824509,IS
11.176695,9.463369,IS
11.556007,8.371269,IS
9.6947975,8.674025,IS
9.684874,8.632584,IS
