UMAP1,UMAP2,set_label
10.961399,-0.9572521,IS
9.694584,-0.612618,IS
10.814563,-0.6304155,IS
10.965778,-1.0061482,IS
9.813818,-0.34373862,IS
10.940786,-0.95878744,IS
9.776798,-0.6465976,IS
12.505342,-0.14236389,IS
10.972302,-0.9602336,IS
10.534447,0.18216094,IS
11.209549,-0.22495745,IS
10.898624,-0.6721771,IS
10.849062,-0.6519735,IS
10.772824,-0.6256766,IS
9.731436,0.8640946,IS
10.788934,-0.57387114,IS
10.92299,-0.961355,IS
12.674741,-0.12026918,IS
11.405859,-0.34177545,IS
10.862348,-0.55882543,IS
9.647673,-0.49292278,IS
9.635612,-0.5420093,IS
12.710113,-0.11794798,IS
11.540823,-0.6501184,IS
9.620586,1.0342853,IS
10.984309,-0.8233382,IS
10.945552,-0.3753145,IS
10.805305,-0.6042974,IS
12.203457,-0.69031054,IS
10.931603,-0.46697444,IS
11.362854,-0.40329418,IS
10.435078,-0.02625537,IS
11.572205,-0.8784909,IS
11.376929,-0.3831104,IS
12.736331,-0.11276047,IS
9.693896,0.91484886,IS
11.622401,-0.9003355,IS
9.929661,-0.5412166,IS
11.5670805,-0.8139011,IS
9.509646,0.64745045,IS
11.094965,0.19233346,IS
10.178495,-0.1384462,IS
10.606124,-0.26568732,IS
9.378198,-0.15280308,IS
11.675476,-0.35773206,IS
9.680836,0.9426096,IS
9.929491,-0.7042216,IS
9.815832,-0.6553249,IS
10.921274,-0.8762462,IS
10.216019,-0.34266812,IS
12.781971,-0.088576496,IS
9.5475235,0.64904743,IS
10.227284,-0.29998067,IS
12.2032385,-0.5467054,IS
12.203127,-0.5591714,IS
10.175745,-0.32689103,IS
11.626738,-0.91669655,IS
9.3812685,-0.08815834,IS
12.671146,-0.104974195,IS
12.161657,-0.67952776,IS
10.966299,-0.8159809,IS
10.940205,-0.4525834,IS
12.275505,-0.56347567,IS
10.566433,-0.25815877,IS
10.638727,-0.46379676,IS
9.950008,-0.62143195,IS
9.930008,-0.6521241,IS
12.120439,-0.52025044,IS
11.41163,-0.32657847,IS
12.256155,-0.54104537,IS
9.776734,0.86922747,IS
12.286111,-0.45991817,IS
9.415529,-0.18396607,IS
12.276781,-0.5632606,IS
10.264665,-0.324221,IS
9.840535,0.74736834,IS
12.5738325,-0.11590189,IS
12.283406,-0.61360824,IS
12.253736,-0.48673353,IS
9.563567,0.6690235,IS
12.2675495,-0.5549552,IS
12.206133,-0.48636708,IS
9.957694,-1.3397208,IS
9.716419,0.8929842,IS
9.678024,0.85996133,IS
11.031007,0.2762265,IS
12.198594,-0.5912783,IS
11.664813,-0.36475328,IS
9.452531,-0.12819043,IS
12.225092,-0.66918397,IS
10.985869,2.7153695,IS
11.3393545,-0.39777625,IS
12.194042,-0.5367232,IS
9.872095,-0.676257,IS
10.812578,-0.0933983,IS
11.3911495,-0.3523388,IS
12.155448,-0.6712384,IS
10.031152,-0.17834817,IS
10.6347,0.13805798,IS
9.845357,0.8334226,IS
10.742196,0.08976294,IS
9.860917,0.72695684,IS
10.137965,-0.49707553,IS
10.186891,-0.22344154,IS
9.798895,0.79410905,IS
10.336601,-0.15871091,IS
10.93803,0.028394442,IS
12.209249,-0.6581201,IS
11.281535,-0.28863862,IS
9.538942,0.65264606,IS
11.353591,-0.22474137,IS
10.074973,-1.2380251,IS
10.08138,-1.3118585,IS
9.626084,-1.3265154,IS
10.551858,0.16439848,IS
9.604765,-1.2605499,IS
9.838843,0.7494065,IS
9.899491,-1.3423157,IS
9.690574,-1.2713194,IS
11.818398,0.33703348,IS
9.581955,-1.3194741,IS
10.044907,-1.1891688,IS
9.68383,0.54174566,IS
9.8124485,0.7162814,IS
9.715412,0.72049576,IS
11.814103,0.29411012,IS
10.22001,-0.98440826,IS
11.319832,-0.38381985,IS
10.75589,-0.26155025,IS
9.884508,0.67920303,IS
9.821182,0.72912186,IS
9.963815,0.37942615,IS
9.710891,0.8972992,IS
9.695365,0.557899,IS
10.994662,-0.3584888,IS
9.893885,-0.08315144,IS
9.615614,0.51382285,IS
9.9411745,-0.017063342,IS
10.614418,-0.3410103,IS
9.627383,-0.53947437,IS
11.605529,0.33153605,IS
9.916257,0.6965495,IS
9.704378,0.6793613,IS
9.881213,0.73958224,IS
9.542718,0.6373139,IS
9.739022,0.7046904,IS
9.773359,0.8593615,IS
9.580571,0.738054,IS
10.875402,2.3342729,IS
