UMAP1,UMAP2,set_label
3.6624384,5.4733496,IS
3.9177496,6.331976,IS
3.705188,5.469591,IS
3.9201038,6.0023537,IS
3.763346,6.2458906,IS
4.9426785,6.578339,IS
4.410636,6.5580444,IS
4.0302024,5.994193,IS
4.485192,6.216455,IS
4.429508,6.122991,IS
4.428214,6.2629104,IS
4.1193523,6.3892426,IS
3.8271942,6.2319813,IS
4.3110933,6.604665,IS
3.7036088,5.9784718,IS
4.527018,6.1717906,IS
3.718782,5.973391,IS
4.7961864,6.672492,IS
4.0587664,6.406657,IS
4.244271,6.542658,IS
4.469872,6.173294,IS
4.471363,5.229014,IS
3.7639832,5.728364,IS
4.503535,6.261359,IS
4.0120997,6.3267436,IS
4.2403746,6.3845696,IS
3.7826018,5.7284455,IS
4.143088,5.575154,IS
4.271451,6.0159388,IS
4.0862727,5.486833,IS
4.0351124,5.4602737,IS
4.239216,6.1404133,IS
4.385541,6.0647583,IS
4.7309732,5.5201035,IS
3.7879953,5.546944,IS
4.3977757,5.2484026,IS
3.809465,5.657587,IS
4.386118,5.2320514,IS
4.097466,6.320761,IS
3.9805844,5.6675863,IS
3.9852011,6.309728,IS
4.6368866,5.591558,IS
4.0853715,5.4795766,IS
4.100416,6.2890353,IS
4.044615,6.3815317,IS
4.4106197,5.2547936,IS
4.7340493,5.522747,IS
4.035821,6.376792,IS
3.816699,5.6957645,IS
3.7148278,5.7688565,IS
4.4078207,6.1150427,IS
3.7822096,6.1985765,IS
4.9695587,5.5722895,IS
4.0696454,6.3209767,IS
4.5974784,5.864521,IS
4.2488556,6.533511,IS
3.9540472,6.2710266,IS
4.3081512,5.9149,IS
3.714417,5.7617035,IS
4.93102,6.21933,IS
4.1959577,5.5953627,IS
4.958242,5.5631123,IS
4.8108654,6.242978,IS
4.2551537,6.1278744,IS
4.8680534,6.222671,IS
4.9152174,6.1763587,IS
4.5933876,5.9106827,IS
3.7992501,6.2525554,IS
4.6862316,5.4708934,IS
4.0912013,6.3041296,IS
3.7809436,5.6185293,IS
4.9119105,6.150539,IS
4.9688025,5.6534343,IS
5.3158917,5.9143004,IS
4.092986,5.4702888,IS
4.6502013,5.5266976,IS
4.8423266,6.2125654,IS
4.0188866,6.2889047,IS
4.3588834,5.912409,IS
4.135153,6.3836184,IS
4.382907,5.8539405,IS
3.88049,5.6328554,IS
4.6383543,5.865747,IS
4.244917,6.596063,IS
4.952251,5.7117224,IS
4.27547,6.0421915,IS
4.9563622,6.0049253,IS
3.8409839,5.6993966,IS
4.6255074,5.4762673,IS
4.177051,6.28644,IS
4.6233997,5.659857,IS
4.483852,5.9007235,IS
3.8180096,5.4259315,IS
4.5700564,5.629989,IS
4.090894,6.150237,IS
3.8684547,5.952652,IS
4.439771,6.1400213,IS
3.9036171,6.2776046,IS
3.8662913,5.360294,IS
9.943743,9.499065,IS
10.786402,9.4199705,IS
10.901911,9.360378,IS
10.931007,9.344916,IS
10.923081,9.299001,IS
10.997211,9.341254,IS
10.744012,9.38996,IS
10.888132,9.456874,IS
10.974249,9.275171,IS
10.963781,9.362876,IS
10.834789,9.421812,IS
10.755691,1.5523208,IS
10.815179,1.4841543,IS
10.843531,1.4691106,IS
10.881848,1.4447647,IS
4.7123976,7.1627555,IS
4.7702055,7.121807,IS
4.808296,7.075037,IS
4.7340393,7.0988913,IS
4.690199,7.218799,IS
5.1139092,6.5465827,IS
4.501925,7.145343,IS
4.50615,7.108819,IS
4.5047393,7.102454,IS
4.527707,7.1282697,IS
4.559066,7.1285324,IS
5.2094383,5.491227,IS
5.320446,5.758348,IS
5.1273985,6.1380396,IS
4.8584447,5.560251,IS
5.158873,6.1906404,IS
5.1078444,5.6851616,IS
4.8650007,5.5898623,IS
2.598741,3.1574128,IS
2.640066,3.1339824,IS
11.591225,3.2435741,IS
4.552347,7.006191,IS
5.121419,6.614016,IS
5.089342,6.6403823,IS
4.459775,7.0976872,IS
4.4919276,7.0349402,IS
4.4717426,7.0734406,IS
4.45251,6.799304,IS
4.4027214,6.8924146,IS
4.3699913,6.8895535,IS
4.495367,7.13125,IS
4.46029,7.081685,IS
4.4944997,6.941549,IS
4.4682097,7.1161895,IS
4.436337,7.0763335,IS
4.462521,7.0538077,IS
4.437398,7.065353,IS
4.4987593,7.1120486,IS
17.04916,5.2852373,IS
17.01062,5.3178988,IS
17.071825,5.258072,IS
17.077974,5.2477508,IS
17.089268,5.239934,IS
17.099094,5.2302094,IS
17.079405,5.2501774,IS
5.080945,6.585678,IS
5.1621814,6.126706,IS
5.026018,5.5841775,IS
4.6755958,5.286257,IS
4.1650567,2.117104,IS
4.0676966,2.0575159,IS
4.108191,2.0971653,IS
3.2433374,-0.16848728,IS
11.585349,3.909921,IS
11.547008,3.8269057,IS
11.546395,3.9056294,IS
11.502033,3.9051032,IS
11.561632,3.8964367,IS
11.518039,3.748185,IS
11.61018,3.7269943,IS
11.588652,3.7433128,IS
10.775717,9.514422,IS
5.1512504,5.5876694,IS
5.179404,6.075447,IS
4.4720807,4.8868923,IS
4.895318,5.377976,IS
3.6955957,6.3783817,IS
9.623874,-0.22530074,IS
5.249096,6.4876084,IS
5.1835213,6.521623,IS
5.089798,6.579413,IS
5.184595,6.2419744,IS
11.651085,2.5158684,IS
11.58223,2.5720878,IS
3.869504,5.294452,IS
3.78788,5.6786427,IS
3.8555198,6.1176057,IS
3.708557,5.7899065,IS
3.8900425,6.1065273,IS
3.919541,5.9246063,IS
3.5222921,5.5465903,IS
9.222917,-0.02826676,IS
9.36933,0.16268292,IS
9.343746,0.112271234,IS
4.066944,4.991222,IS
4.007894,5.1860814,IS
4.0513043,5.9381013,IS
4.0480595,5.0035706,IS
3.9035182,5.6853995,IS
4.3155475,5.568513,IS
4.301723,5.682547,IS
3.816934,5.4982038,IS
3.8671324,6.229711,IS
10.873148,9.258453,IS
2.8180573,1.1295451,IS
2.8183014,1.1293463,IS
