name,type_cluster,scaffold,USo,SSo,TUPOR_,TUPOR,TUPOR_unique,TUPOR_1,TUPOR_2,SESY,ASER,CwASo
DrugEx_epsilon_0.2_4,dis,csk,5190,9992,17/43,0.3953488372093023,0.7617511314244746,0.01202822723294915,1.4517790543954905,0.5194155324259407,0.014311449159327461,143
