name,type_cluster,scaffold,USo,SSo,TUPOR_,TUPOR,TUPOR_unique,TUPOR_1,TUPOR_2,SESY,ASER,CwASo
DrugEx_GT_1_0,dis,csk,"222,170.0","903,159.0",30/40,0.75,0.0337579,0.0001495,0.8302234,0.2459921,0.0120377,"10,872.0"
DrugEx_GT_1_1,dis,csk,"259,041.0","919,838.0",17/23,0.7391304,0.0285333,5.06e-05,0.5701524,0.2816159,0.0041105,"3,781.0"
DrugEx_GT_1_2,dis,csk,"262,762.0","913,984.0",15/40,0.375,0.0142715,7.63e-05,0.5013121,0.2874908,0.0009311,851.0
DrugEx_GT_1_3,dis,csk,"254,079.0","895,503.0",28/37,0.7567568,0.0297843,0.0001935,1.3288984,0.2837277,0.0099184,"8,882.0"
DrugEx_GT_1_4,dis,csk,"276,194.0","908,879.0",38/43,0.8837209,0.0319964,0.0002956,1.898578,0.3038842,0.0229558,"20,864.0"
DrugEx_GT_1_mean,dis,csk,"254,849.2","908,272.6",-,0.7009216,0.0276687,0.0001531,1.0258329,0.2805422,0.0099907,"9,050.0"
