name,type_cluster,scaffold,USo,SSo,TUPOR_,TUPOR,SESY,ASER,ACR,CwASo
Molpher_500k_mean,sim,csk,68826.6,500345.4,-,0.6819183,0.1375549,0.0134907,0.0003627,6644.8
