name,type_cluster,scaffold,USo,SSo,TUPOR_,TUPOR,SESY,ASER,ASR,CwASo,median_OS_IS
DrugEx_GT_epsilon_0.1_mean,sim,csk,136686.8,829696.4,-,0.6115993,0.1650926,0.014132,0.0001666,11091.0,0.5555555555555556
