name,type_cluster,scaffold,USo,SSo,TUPOR_,TUPOR,SESY,ASER,ASR,CwASo,median_OS_IS
Molpher_mean,sim,csk,103807.6,836443.4,-,0.69861,0.1241568,0.0132272,0.000247,10759.2,0.6346153846153846
