name,type_cluster,scaffold,USo,SSo,TUPOR_,TUPOR,TUPOR_unique,TUPOR_1,TUPOR_2,SESY,ASER,CwASo,KL_OS_IS,KL_OS_RS
REINVENT_mean,sim,csk,177692.0,964258.0,-,0.5678074,0.0319466,0.0001196,0.558746,0.1842854,0.0124883,12041.2,0.00590706400380144,0.01722786702645572
