name,type_cluster,scaffold,USo,SSo,TUPOR,SESY,ASER,ASR,CwASo
Molpher_1k_mean,sim,csk,267.6,"1,141.8",0.048104,0.2332086,0.0076656,0.0070922,8.4
REINVENT_1k_mean,sim,csk,698.2,994.4,0.1198252,0.7021225,0.0116578,0.0063038,11.4
DrugEx_GT_epsilon_0.1_1k_mean,sim,csk,712.6,999.2,0.1139687,0.7131721,0.0131846,0.0058416,12.8
DrugEx_GT_epsilon_0.6_1k_mean,sim,csk,799.2,999.2,0.1948384,0.7998408,0.0161689,0.0090692,15.8
DrugEx_RNN_epsilon_0.1_1k_mean,sim,csk,623.0,999.0,0.0808941,0.6235648,0.0184669,0.0046832,18.0
DrugEx_RNN_epsilon_0.6_1k_mean,sim,csk,515.0,992.4,0.1844788,0.5189375,0.0284792,0.0132953,27.2
GB_GA_mut_r_0.01_1k_mean,sim,csk,837.8,"1,000.0",0.114871,0.8378,0.0062433,0.0050515,6.2
addcarbon_1k_mean,sim,csk,315.8,"1,000.0",0.0811786,0.3158,0.0133021,0.0098416,13.0
