name,type_cluster,scaffold,USo,SSo,TUPOR,SESY,ASER,ASR,CwASo
Molpher_100k_mean,sim,csk,"17,845.4","100,118.8",0.5601463,0.1782428,0.0134855,0.0011519,"1,328.8"
REINVENT_100k_mean,sim,csk,"30,599.4","99,419.6",0.4140541,0.3077787,0.0124356,0.0004978,"1,217.4"
DrugEx_GT_epsilon_0.1_100k_mean,sim,csk,"28,320.2","99,915.2",0.4086486,0.2834386,0.0139567,0.0005288,"1,352.0"
DrugEx_GT_epsilon_0.6_100k_mean,sim,csk,"42,912.6","99,945.6",0.7641902,0.4293502,0.017386,0.0006524,"1,702.4"
DrugEx_RNN_epsilon_0.1_100k_mean,sim,csk,"19,141.0","99,913.0",0.2886812,0.1915588,0.0207751,0.0005438,"2,023.6"
DrugEx_RNN_epsilon_0.6_100k_mean,sim,csk,"17,627.4","99,154.6",0.6976834,0.1777471,0.0262578,0.001461,"2,519.2"
GB_GA_mut_r_0.01_100k_mean,sim,csk,"33,420.8","99,997.2",0.4696769,0.3342172,0.0063568,0.0005167,631.2
addcarbon_100k_mean,sim,csk,861.4,"100,000.0",0.2015485,0.008614,0.0145525,0.008716,"1,424.4"
