name,type_cluster,scaffold,uniq_scaffolds,set_size,TUPOR_,TUPOR,SESY,ASER,tRS
DrugEx_mean,sim,csk,338794.8,999886.4,-,0.6390476,0.338835,0.0180022,18000.4
