name,type_cluster,scaffold,USo,SSo,TUPOR_,TUPOR,SESY,ASER,ASR,CwASo,median_OS_IS
DrugEx_GT_epsilon_0.6_mean,sim,csk,272645.2,909722.6,-,0.8686283,0.2996846,0.0176265,0.000117,15686.4,0.6046511627906976
