name,type_cluster,scaffold,uniq_scaffolds,set_size,TUPOR_,TUPOR,TUPOR_new,SESY,ASER,tRS,TUPOR_new_
addcarbon_0,dis,csk,766.0,1000000.0,2/40,0.05,5e-08,0.000766,0.00179,1790.0,-7.301029995663981
addcarbon_1,dis,csk,942.0,1000000.0,1/23,0.0434782608695652,4.3478260869565225e-08,0.000942,0.003549,3549.0,-7.361727836017593
addcarbon_2,dis,csk,758.0,1000000.0,0/40,0.0,0.0,0.000758,0.0,0.0,0.0
addcarbon_3,dis,csk,887.0,1000000.0,1/37,0.027027027027027,2.7027027027027028e-08,0.000887,0.000343,343.0,-7.568201724066995
addcarbon_4,dis,csk,931.0,1000000.0,2/43,0.0465116279069767,4.651162790697674e-08,0.000931,0.003453,3453.0,-7.332438459915606
addcarbon_mean,dis,csk,856.8,1000000.0,-,0.033403383160713784,3.34033831607138e-08,0.0008567999999999999,0.0018269999999999998,1827.0,-7.476209544756679
