name,type_cluster,scaffold,uniq_scaffolds,set_size,TUPOR_,TUPOR,TUPOR_new,SESY,ASER,tRS
addcarbon_1,dis,csk,942,1000000,1/23,0.043478260869565216,4.347826086956522e-08,0.000942,0.003549,3549
