name,type_cluster,scaffold,USo,SSo,TUPOR_,TUPOR,TUPOR_unique,TUPOR_set,SESY,ASER,CwASo
DrugEx_GT_1,dis,murcko,544621,903889,15/34,0.4411764705882353,0.008100614382997265,0.0048808700027131125,0.6025308417294601,0.00042704358610404594,386
