name,type_cluster,scaffold,USo,SSo,TUPOR_,TUPOR,TUPOR_unique,TUPOR_1,TUPOR_2,SESY,ASER,CwASo,metric_1,metric_2
DrugEx_GT_0,dis,murcko,493954,887056,37/92,0.40217391304347827,0.008141930484285546,8.160849410615124e-05,0.4381613271490199,0.5568464674158115,0.0022095561046878666,1960,7.491137174869461e-05,0.002214449054113904
