name,type_cluster,scaffold,uniq_scaffolds,set_size,TUPOR_,TUPOR,SESY,ASER,tRS
Molpher_3,sim,csk,98457,801639,26/35,0.7428571428571429,0.12281962329677074,0.012449494098964746,9980
