name,type_cluster,scaffold,USo,SSo,TUPOR_,TUPOR,TUPOR_unique,TUPOR_set,SESY,ASER,CwASo
DrugEx_GT_1_4,sim,murcko,569945,906282,23/40,0.575,0.010088692768600478,0.006344603556067537,0.6288826215239848,0.0008054887992920526,730
