name,type_cluster,scaffold,USo,SSo,TUPOR_,TUPOR,TUPOR_unique,TUPOR_set,SESY,ASER,CwASo
DrugEx_GT_1_0,sim,murcko,663428.0,919257.0,70/115,0.6086957,0.009175,0.0066216,0.7217002,0.0068577,6304.0
DrugEx_GT_1_1,sim,murcko,563748.0,923575.0,53/100,0.53,0.0094014,0.0057386,0.6103976,0.0072122,6661.0
DrugEx_GT_1_2,sim,murcko,636863.0,940261.0,25/58,0.4310345,0.0067681,0.0045842,0.6773258,0.0010157,955.0
DrugEx_GT_1_3,sim,murcko,633450.0,936561.0,30/51,0.5882353,0.0092862,0.0062808,0.6763574,0.0012396,1161.0
DrugEx_GT_1_4,sim,murcko,569945.0,906282.0,23/40,0.575,0.0100887,0.0063446,0.6288826,0.0008055,730.0
DrugEx_GT_1_mean,sim,murcko,613486.8,925187.2,-,0.5465931,0.0089439,0.005914,0.6629327,0.0034261,3162.2
