receptor,generator,split,threshold,TUPOR,ASER,SESY
Glucocorticoid_receptor,GB_GA_mut_r_0.01_250k,sim,0.8,0.2142137117283373,0.0068784,0.8994951999999999
Glucocorticoid_receptor,GB_GA_mut_r_0.01_250k,sim,0.85,0.15200775308334646,0.002532,0.8994951999999999
Glucocorticoid_receptor,GB_GA_mut_r_0.01_250k,sim,0.9,0.11365454803147113,0.0009399999999999999,0.8994951999999999
Glucocorticoid_receptor,GB_GA_mut_r_0.01_250k,sim,0.95,0.07629483474280971,0.000252,0.8994951999999999
Glucocorticoid_receptor,GB_GA_mut_r_0.01_250k,sim,1.0,0.045994329679118276,6.240544052259981e-05,0.8994951999999999
Glucocorticoid_receptor,GB_GA_mut_r_0.5_250k,dis,0.5,0.5978964505862996,0.0686536,0.8951672
Glucocorticoid_receptor,GB_GA_mut_r_0.5_250k,dis,0.55,0.4830291215184899,0.0215544,0.8951672
Glucocorticoid_receptor,GB_GA_mut_r_0.5_250k,dis,0.6,0.3734641871840947,0.0080928,0.8951672
Glucocorticoid_receptor,GB_GA_mut_r_0.5_250k,dis,0.65,0.28049210163278254,0.0034808,0.8951672
Glucocorticoid_receptor,GB_GA_mut_r_0.5_250k,dis,0.7,0.18503566876872402,0.0016416,0.8951672
Glucocorticoid_receptor,GB_GA_mut_r_0.5_250k,dis,0.75,0.112819191642241,0.0007719999999999999,0.8951672
Glucocorticoid_receptor,GB_GA_mut_r_0.5_250k,dis,0.8,0.05083399359955554,0.00033999999999999997,0.8951672
Glucocorticoid_receptor,GB_GA_mut_r_0.5_250k,dis,0.85,0.0195953101787984,0.0001448,0.8951672
Glucocorticoid_receptor,GB_GA_mut_r_0.5_250k,dis,0.9,0.01079449516680326,7.280000000000001e-05,0.8951672
Glucocorticoid_receptor,GB_GA_mut_r_0.5_250k,dis,0.95,0.0058162245821492195,1.12e-05,0.8951672
Glucocorticoid_receptor,GB_GA_mut_r_0.5_250k,dis,1.0,0.0008163265306122399,3.200051200819213e-06,0.8951672
Glucocorticoid_receptor,GB_GA_mut_r_0.5_250k,sim,0.5,0.6892329411350452,0.3645096,0.8937872
Glucocorticoid_receptor,GB_GA_mut_r_0.5_250k,sim,0.55,0.5737822826255962,0.21441439999999998,0.8937872
Glucocorticoid_receptor,GB_GA_mut_r_0.5_250k,sim,0.6,0.46854866673497825,0.1293008,0.8937872
Glucocorticoid_receptor,GB_GA_mut_r_0.5_250k,sim,0.65,0.35264048017532057,0.0732568,0.8937872
Glucocorticoid_receptor,GB_GA_mut_r_0.5_250k,sim,0.7,0.23755155579710968,0.0363112,0.8937872
Glucocorticoid_receptor,GB_GA_mut_r_0.5_250k,sim,0.75,0.16539938984085242,0.0177696,0.8937872
Glucocorticoid_receptor,GB_GA_mut_r_0.5_250k,sim,0.8,0.14489344257827788,0.00792,0.8937872
Glucocorticoid_receptor,GB_GA_mut_r_0.5_250k,sim,0.85,0.12419948927220814,0.0027816,0.8937872
Glucocorticoid_receptor,GB_GA_mut_r_0.5_250k,sim,0.9,0.09823749604190664,0.0009712000000000002,0.8937872
Glucocorticoid_receptor,GB_GA_mut_r_0.5_250k,sim,0.95,0.057807516492305075,0.0002784,0.8937872
Glucocorticoid_receptor,GB_GA_mut_r_0.5_250k,sim,1.0,0.03307136155813034,7.600786969677984e-05,0.8937872
Glucocorticoid_receptor,Molpher_250k,dis,0.5,0.9399374971964173,0.5881656034800913,0.6626822721149968
Glucocorticoid_receptor,Molpher_250k,dis,0.55,0.8942733845186581,0.3152784689657568,0.6626822721149968
Glucocorticoid_receptor,Molpher_250k,dis,0.6,0.8178151844679478,0.17408841126892655,0.6626822721149968
Glucocorticoid_receptor,Molpher_250k,dis,0.65,0.7032585223517807,0.09745290248095324,0.6626822721149968
Glucocorticoid_receptor,Molpher_250k,dis,0.7,0.5674643834049011,0.055840367236228906,0.6626822721149968
Glucocorticoid_receptor,Molpher_250k,dis,0.75,0.4588824433472391,0.03223954295495668,0.6626822721149968
Glucocorticoid_receptor,Molpher_250k,dis,0.8,0.37470187990567005,0.01634607861282488,0.6626822721149968
Glucocorticoid_receptor,Molpher_250k,dis,0.85,0.2884150852061266,0.00721955427908944,0.6626822721149968
Glucocorticoid_receptor,Molpher_250k,dis,0.9,0.17861513207843166,0.00318247356949176,0.6626822721149968
Glucocorticoid_receptor,Molpher_250k,dis,0.95,0.08704296444061596,0.0011935103149606596,0.6626822721149968
Glucocorticoid_receptor,Molpher_250k,dis,1.0,0.06459827388058786,0.0007392120063762581,0.6626822721149968
Glucocorticoid_receptor,Molpher_250k,sim,0.5,0.972226305035117,1.3108575088585301,0.665310444063932
Glucocorticoid_receptor,Molpher_250k,sim,0.55,0.9623263386116756,0.7487129638510831,0.665310444063932
Glucocorticoid_receptor,Molpher_250k,sim,0.6,0.9174301474466621,0.4391340616035417,0.665310444063932
Glucocorticoid_receptor,Molpher_250k,sim,0.65,0.8687615377510293,0.25278355898800625,0.665310444063932
Glucocorticoid_receptor,Molpher_250k,sim,0.7,0.8169006104188116,0.14352130346959288,0.665310444063932
Glucocorticoid_receptor,Molpher_250k,sim,0.75,0.7555216660684406,0.08053210829368548,0.665310444063932
Glucocorticoid_receptor,Molpher_250k,sim,0.8,0.6537669962602386,0.04236505121850972,0.665310444063932
Glucocorticoid_receptor,Molpher_250k,sim,0.85,0.5674519592265812,0.02027700258194322,0.665310444063932
Glucocorticoid_receptor,Molpher_250k,sim,0.9,0.43179473397318546,0.00890897375979014,0.665310444063932
Glucocorticoid_receptor,Molpher_250k,sim,0.95,0.27691668233924654,0.0031721129242377,0.665310444063932
Glucocorticoid_receptor,Molpher_250k,sim,1.0,0.1771058832653741,0.0012518826634959801,0.665310444063932
Glucocorticoid_receptor,REINVENT_250k,dis,0.5,0.740725882651802,0.27832412737764123,0.802878091624861
Glucocorticoid_receptor,REINVENT_250k,dis,0.55,0.5463607397188573,0.12412250984942766,0.802878091624861
Glucocorticoid_receptor,REINVENT_250k,dis,0.6,0.4038508597133976,0.05142711629380538,0.802878091624861
Glucocorticoid_receptor,REINVENT_250k,dis,0.65,0.30903820860478615,0.01999612039427282,0.802878091624861
Glucocorticoid_receptor,REINVENT_250k,dis,0.7,0.24124220244182157,0.00891183063597758,0.802878091624861
