label,UAFo,CwAFo
FP-0,1,15
FP-1,0,0
FP-2,0,0
FP-3,0,0
FP-4,0,0
FP-5,0,0
FP-6,0,0
FP-7,0,0
FP-8,1,67
FP-9,0,0
FP-10,1,60
FP-11,0,0
FP-12,0,0
FP-13,0,0
FP-14,0,0
FP-15,0,0
FP-16,0,0
FP-17,0,0
FP-18,0,0
FP-19,1,90
FP-20,0,0
FP-21,1,99
FP-22,0,0
FP-23,0,0
FP-24,0,0
FP-25,0,0
FP-26,0,0
FP-27,0,0
FP-28,1,43
FP-29,0,0
FP-30,0,0
FP-31,0,0
FP-32,0,0
FP-33,0,0
FP-34,0,0
FP-35,0,0
FP-36,1,15
FP-37,1,88
FP-38,0,0
FP-39,0,0
FP-40,0,0
FP-41,1,52
FP-42,1,87
FP-43,0,0
FP-44,0,0
FP-45,0,0
FP-46,0,0
FP-47,0,0
FP-48,0,0
FP-49,0,0
FP-50,1,257
FP-51,0,0
FP-52,1,134
FP-53,1,118
FP-54,0,0
FP-55,0,0
FP-56,0,0
FP-57,0,0
FP-58,0,0
FP-59,0,0
FP-60,0,0
FP-61,0,0
FP-62,0,0
FP-63,1,14
FP-64,0,0
FP-65,1,86
FP-66,1,13
FP-67,1,123
FP-68,1,108
FP-69,1,30
FP-70,1,61
FP-71,0,0
FP-72,1,140
FP-73,1,162
FP-74,1,64
FP-75,0,0
FP-76,1,24
FP-77,0,0
FP-78,0,0
FP-79,0,0
FP-80,1,38
FP-81,0,0
FP-82,0,0
FP-83,0,0
FP-84,0,0
FP-85,1,13
FP-86,0,0
FP-87,0,0
FP-88,0,0
FP-89,0,0
FP-90,0,0
FP-91,0,0
FP-92,0,0
FP-93,0,0
FP-94,0,0
FP-95,0,0
FP-96,1,51
FP-97,0,0
FP-98,1,40
FP-99,1,380
FP-100,1,231
FP-101,0,0
FP-102,0,0
FP-103,1,35
FP-104,0,0
FP-105,0,0
FP-106,0,0
FP-107,1,52
FP-108,0,0
