name,type_cluster,scaffold,USo,SSo,TUPOR_,TUPOR,TUPOR_unique,TUPOR_1,TUPOR_2,SESY,ASER,CwASo
DrugEx_GT_desired_0,dis,murcko,228056.0,452588.0,32/92,0.3478261,0.0152518,0.0001383,0.3429141,0.5038932,0.00194,878.0
DrugEx_GT_desired_1,dis,murcko,270566.0,494975.0,15/34,0.4411765,0.0163057,5.62e-05,0.4468522,0.5466256,0.0006849,339.0
DrugEx_GT_desired_2,dis,murcko,265322.0,486941.0,8/64,0.125,0.0047113,4.77e-05,0.1979429,0.544875,0.0007311,356.0
DrugEx_GT_desired_3,dis,murcko,257566.0,477049.0,38/76,0.5,0.0194125,0.00024,0.8134249,0.5399152,0.0056556,2698.0
DrugEx_GT_desired_4,dis,murcko,237024.0,427645.0,26/98,0.2653061,0.0111932,0.0001886,0.4561458,0.5542541,0.0016883,722.0
DrugEx_GT_desired_mean,dis,murcko,251706.8,467839.6,-,0.3358617,0.0133749,0.0001342,0.451456,0.5379126,0.00214,998.6
