name,type_cluster,scaffold,USo,SSo,TUPOR_,TUPOR,TUPOR_unique,TUPOR_1,TUPOR_2,SESY,ASER,CwASo
DrugEx_GT_desired_1,dis,murcko,270566,494975,15/34,0.4411764705882353,0.01630568772825245,5.615256860863443e-05,0.4468522317106995,0.5466255871508662,0.0006848830749027728,339
