name,type_cluster,scaffold,USo,SSo,TUPOR_,TUPOR,TUPOR_unique,TUPOR_1,TUPOR_2,SESY,ASER,CwASo
DrugEx_GT_desired_0,dis,murcko,"228,056.0","452,588.0",32/92,0.3478261,0.0152518,0.0001383,0.3429141,0.5038932,0.00194,878.0
DrugEx_GT_desired_1,dis,murcko,"270,566.0","494,975.0",15/34,0.4411765,0.0163057,5.62e-05,0.4468522,0.5466256,0.0006849,339.0
DrugEx_GT_desired_2,dis,murcko,"265,322.0","486,941.0",8/64,0.125,0.0047113,4.77e-05,0.1979429,0.544875,0.0007311,356.0
DrugEx_GT_desired_3,dis,murcko,"257,566.0","477,049.0",38/76,0.5,0.0194125,0.00024,0.8134249,0.5399152,0.0056556,"2,698.0"
DrugEx_GT_desired_4,dis,murcko,"237,024.0","427,645.0",26/98,0.2653061,0.0111932,0.0001886,0.4561458,0.5542541,0.0016883,722.0
DrugEx_GT_desired_mean,dis,murcko,"251,706.8","467,839.6",-,0.3358617,0.0133749,0.0001342,0.451456,0.5379126,0.00214,998.6
